,Richness,Shannon,Evenness,Total_Reads
MB-3181,5,1.407118352032543,0.8742917890691233,0.9999999999999998
MB-8956,5,1.5213656686510433,0.9452776380550693,0.9999999999999998
MB-5689,6,1.5122849567710632,0.8440223046690143,0.9999999999999997
MB-7455,7,1.8046000653181864,0.9273809821392771,1.0
MB-2893,5,1.4726054514852565,0.9149812117170175,1.0
MB-5562,4,1.224328658002495,0.8831664414999522,0.9999999999999999
MB-4678,8,2.0380801462689657,0.9801093732599134,0.9999999999999996
MB-7963,5,1.3822840151509648,0.8588613479898941,1.0
MB-5029,6,1.7358938840605846,0.9688208231694129,0.9999999999999996
MB-7390,8,1.935068878822288,0.9305714250292217,0.9999999999999998
MB-1599,4,1.0957508602617156,0.7904171659321549,1.0
MB-8390,2,0.6657791572307097,0.9605162877711122,1.0
MB-3303,5,1.4105789580880064,0.8764419845058641,1.0
MB-9929,6,1.7391106147330004,0.9706161147402744,0.9999999999999998
MB-2963,5,1.3986074879485293,0.869003691891094,0.9999999999999997
MB-6544,4,1.2158187478307338,0.877027838899454,0.9999999999999999
MB-4073,4,1.1118685889698188,0.8020436495688453,0.9999999999999999
MB-2333,5,1.3330628154717636,0.8282784971120725,0.9999999999999998
MB-2167,3,0.509376150276751,0.4636541529493867,0.9999999999999999
MB-7917,7,1.6424742443676592,0.8440647915035827,0.9999999999999997
MB-8037,4,1.1319023347843102,0.8164949424347376,0.9999999999999997
MB-4408,4,1.2925131210299894,0.9323511348288038,1.0
MB-3320,7,1.3388975066636208,0.6880572092269139,0.9999999999999998
MB-8171,3,0.9555461536230279,0.8697755916161727,1.0
MB-5822,7,1.7171069688700888,0.8824184249091039,1.0
MB-3005,7,1.7971201182362637,0.9235370497331458,0.9999999999999994
MB-7068,3,1.0958600493876065,0.9974948035431697,1.0
MB-5402,3,1.030681353914309,0.9381665982010101,1.0
MB-1855,4,0.9784997500866842,0.705838368353286,1.0
MB-6956,6,1.6785538586314053,0.9368187456536459,0.9999999999999998
MB-5771,2,0.6636040030629359,0.9573782036423597,0.9999999999999998
MB-5482,7,1.7826514110673422,0.9161016051033495,0.9999999999999999
MB-8991,7,1.78480101533591,0.9172062831736364,0.9999999999999996
MB-7380,3,0.6567868197065703,0.5978331266470182,0.9999999999999999
MB-4130,3,1.0676550336291166,0.9718214918199537,0.9999999999999999
MB-8612,4,1.1762736909485658,0.8485021101768103,0.9999999999999999
MB-4393,6,1.4639640240758285,0.8170538786494448,0.9999999999999998
MB-9696,6,1.602419483561524,0.8943273418852593,0.9999999999999999
MB-8895,5,1.5181246875261243,0.9432639032601591,0.9999999999999999
MB-9121,4,1.3353982381870886,0.9632862077484697,0.9999999999999997
MB-4960,4,1.2767937795009046,0.9210120267958234,1.0
MB-7067,6,1.540428233915042,0.8597293667075846,1.0
MB-1545,4,1.2300544505235573,0.8872967277368552,0.9999999999999999
MB-4114,2,0.3601598130151573,0.519600775789651,1.0
MB-6243,4,1.2979429203101678,0.9362679070753654,0.9999999999999999
MB-1845,6,1.4365039343142016,0.8017281107488553,0.9999999999999998
MB-3454,4,1.3646245225045632,0.9843685154688836,0.9999999999999999
MB-5981,5,1.5556375684537176,0.9665719666735513,0.9999999999999998
MB-8360,2,0.6859856761061568,0.9896681323253204,1.0
MB-1100,6,1.6188609239167904,0.9035034844624884,0.9999999999999999
MB-2131,6,1.598428766560115,0.8921000803194213,0.9999999999999996
MB-6347,7,1.8475953332577029,0.9494761790615158,0.9999999999999998
MB-9895,9,2.0875803977052243,0.950098783316229,0.9999999999999998
MB-7746,7,1.773633808188621,0.9114674739321662,0.9999999999999997
MB-5123,3,0.987645033634802,0.8989932513248127,0.9999999999999998
MB-3950,8,1.9901968776377654,0.9570823885293688,0.9999999999999998
MB-6760,3,0.8647254021441438,0.7871069810534478,0.9999999999999999
MB-3465,8,1.943671914948766,0.9347086108810592,1.0
MB-7047,7,1.7578382578862994,0.9033501668155811,0.9999999999999998
MB-1531,4,1.083600721378625,0.781652693377362,1.0
MB-1776,5,1.4125178443554098,0.8776466822777901,0.9999999999999999
MB-4397,3,1.081889905933842,0.9847786309738075,1.0
MB-3419,7,1.7297564567331503,0.8889189757532803,0.9999999999999997
MB-2394,2,0.5800683505468608,0.8368617321069287,1.0
MB-9360,2,0.551512884197327,0.795664902443902,1.0
MB-9468,8,1.7889277591811283,0.8602924021746925,0.9999999999999997
MB-7247,6,1.7053936079595022,0.9517982949662351,0.9999999999999998
MB-4055,2,0.5245744971484043,0.756801025066908,1.0
MB-7161,3,1.0129324103705726,0.9220108135612181,1.0
MB-3919,7,1.8987422616708194,0.975760500788391,0.9999999999999994
MB-9942,6,1.532570204339271,0.8553437168980009,0.9999999999999998
MB-1468,5,1.5664947767235562,0.9733179294625532,0.9999999999999999
MB-3824,2,0.6851104080301886,0.9884053874135836,1.0
MB-4659,8,1.7045244361666858,0.8197029836613039,0.9999999999999998
MB-1123,6,1.455942180748326,0.8125768026442528,0.9999999999999998
MB-6538,5,1.5534398136087235,0.9652064248109286,0.9999999999999999
MB-3550,7,1.6181411105814398,0.8315600343871012,0.9999999999999997
MB-3558,6,1.696813370651388,0.9470095733466906,0.9999999999999998
MB-9112,1,-1.000000082240371e-09,0.0,1.0
MB-4633,7,1.7942877002075115,0.9220814748033787,0.9999999999999998
MB-4934,5,1.5477349967950733,0.9616618228297851,0.9999999999999998
MB-1150,9,2.0620385439807545,0.9384741847264283,0.9999999999999996
MB-1138,2,0.08669608862081118,0.1250760170274911,0.9999999999999999
MB-5787,5,1.2385375111692662,0.7695466233563513,0.9999999999999998
MB-6295,4,1.1200135602946817,0.8079190044370671,1.0
MB-3452,11,2.1663560237043047,0.9034406332074761,0.9999999999999993
MB-1989,6,1.6006480419348337,0.8933386814891802,0.9999999999999999
MB-9567,4,1.3143785842548943,0.9481237325066146,0.9999999999999998
MB-2556,3,0.9855008498478904,0.8970415311334605,1.0
MB-7078,3,0.9533437116266579,0.8677708425173146,1.0
MB-6594,7,1.823424882190425,0.9370550243246245,0.9999999999999997
MB-6134,2,0.36348431921804203,0.5243970243984977,1.0
MB-4256,6,1.749916167302467,0.9766468084544909,1.0
MB-2708,3,0.8481917359893251,0.7720573895639455,1.0
MB-6468,3,0.9586659389502865,0.8726153425988367,1.0
MB-3743,6,1.6198944269386157,0.9040802934814883,0.9999999999999996
MB-4868,7,1.9083850348021896,0.9807159059160859,0.9999999999999998
MB-1902,8,1.984147705010877,0.9541733514127791,0.9999999999999996
MB-3747,6,1.6870325072981414,0.9415507695729057,0.9999999999999998
MB-7292,2,0.6275603138411785,0.9053781519842974,1.0
MB-7529,2,0.5979085347393338,0.8625996773513892,1.0
MB-5749,6,1.6763927604356075,0.9356126137856626,0.9999999999999999
MB-7385,3,1.016626737313815,0.9253735348599214,1.0
MB-1323,5,1.537075161661357,0.9550384948653843,1.0
MB-6028,3,1.0085085401954943,0.917984033395579,0.9999999999999998
MB-8402,5,1.5030436359775026,0.9338935190842704,0.9999999999999998
MB-7995,4,1.1963073767576136,0.8629533597579246,0.9999999999999998
MB-4473,5,1.3255876244134481,0.8236338997656106,0.9999999999999998
MB-2182,3,0.7217607295130126,0.6569749280422117,0.9999999999999998
MB-4460,2,0.6473914773785142,0.9339884732540317,1.0
MB-2996,4,1.0466952345474123,0.7550310119656711,1.0
MB-2088,6,1.4428572207255068,0.8052739474081986,0.9999999999999999
MB-2231,4,1.2067046693492658,0.8704534209868962,1.0
MB-9969,5,1.5070480261943797,0.9363815866173157,1.0
MB-6129,5,1.1082726131655607,0.6886084914898624,0.9999999999999999
MB-9877,6,1.6259942362874786,0.9074846618987087,0.9999999999999998
MB-8706,1,-1.000000082240371e-09,0.0,1.0
MB-8438,4,1.0279757762790478,0.7415277771621576,1.0
MB-1218,5,1.483794451924769,0.9219333285720256,0.9999999999999998
MB-8534,5,1.538244081008727,0.9557647852914977,0.9999999999999999
MB-4625,4,0.903926620971664,0.6520452265840808,0.9999999999999998
MB-2757,4,1.3345712694087593,0.9626896758708444,0.9999999999999997
MB-3487,5,1.421572186576426,0.8832724614084663,0.9999999999999998
MB-9694,6,1.5843615483395712,0.8842490163452509,0.9999999999999996
MB-4483,7,1.4638735153812101,0.7522821729381556,0.9999999999999998
MB-4651,2,0.6876714970571234,0.9921002578493522,0.9999999999999999
MB-9150,3,0.9805894678071085,0.8925709985443467,0.9999999999999998
MB-3294,3,1.0811464476461892,0.9841019060772302,0.9999999999999998
MB-3757,6,1.6987721053919236,0.9481027640198769,0.9999999999999998
MB-3064,4,1.375567236979201,0.9922620154206719,1.0
MB-8904,5,1.558303319314126,0.9682282908097496,0.9999999999999998
MB-2019,4,1.2593004144115323,0.9083932312666503,1.0
MB-3374,4,1.248991793496908,0.9009571331320249,0.9999999999999997
MB-7756,4,1.1998918170810113,0.8655389868969225,0.9999999999999999
MB-7082,8,1.8820403140311066,0.9050700758808559,0.9999999999999996
MB-8826,5,1.4879337208096293,0.9245052009334053,1.0
MB-9311,3,1.024954599367562,0.9329538815728791,1.0
MB-5654,8,1.9803516526934206,0.9523478361284392,0.9999999999999998
MB-1029,4,1.2930060709164395,0.9327067230070339,0.9999999999999999
MB-2128,2,0.6908805909526923,0.9967300016948969,0.9999999999999999
MB-7084,6,1.7232259574851088,0.9617507187319265,0.9999999999999996
MB-3385,7,1.8454140237630867,0.9483552077281194,0.9999999999999996
MB-7255,3,1.0904228718097664,0.9925456712311853,1.0000000000000002
MB-5785,3,1.086919797554941,0.9893570356316241,1.0000000000000002
MB-4857,5,1.4880600436015676,0.924583689697058,0.9999999999999998
MB-5416,6,1.669566125530098,0.9318025963016665,0.9999999999999997
MB-7796,2,0.6851153128575236,0.9884124635836511,1.0
MB-5583,4,1.325184052819825,0.9559182304617626,0.9999999999999998
MB-2227,4,1.2979565537103843,0.936277741494805,0.9999999999999998
MB-9680,6,1.6152076688929056,0.9014645640123462,0.9999999999999998
MB-4747,10,2.074912106318309,0.9011228781691597,0.9999999999999994
MB-9531,6,1.7092371410055844,0.953943411602555,0.9999999999999996
MB-2391,4,1.1331161078535958,0.8173704946284912,0.9999999999999999
MB-1569,4,1.332339785369668,0.9610800003926248,0.9999999999999999
MB-3560,7,1.861335109473163,0.9565370272826537,0.9999999999999999
MB-3508,1,-1.000000082240371e-09,0.0,1.0
MB-3520,6,1.566098012572359,0.874055942956119,0.9999999999999998
MB-1906,4,1.3749665382843161,0.9918287029066607,0.9999999999999998
MB-3480,5,1.4988386909257971,0.931280839826067,0.9999999999999999
MB-2946,2,0.2017137280336377,0.29101139490343386,1.0
MB-9049,5,1.4261022471394007,0.8860871462915636,0.9999999999999998
MB-8765,9,1.7875651163457036,0.8135559444826722,0.9999999999999998
MB-2269,5,1.3533270636182761,0.840869382406521,0.9999999999999999
MB-3021,3,0.8203329355894284,0.7466992166408861,1.0
MB-3748,4,0.9270189690605861,0.6687028346162617,0.9999999999999999
MB-8915,5,1.5001057068279353,0.9320680810686102,0.9999999999999998
MB-5204,5,1.5572697795125745,0.9675861164248676,0.9999999999999999
MB-6535,6,1.490325835701847,0.8317666858516993,0.9999999999999996
MB-1651,4,1.331328708223972,0.9603506624007304,1.0
MB-2473,2,0.5998369401738777,0.8653817783066221,0.9999999999999999
MB-1047,3,1.0926940572517414,0.9946129933107876,0.9999999999999999
MB-6301,6,1.652303547190251,0.9221681678894207,0.9999999999999997
MB-8666,5,1.5744832723978233,0.978281460898937,0.9999999999999999
MB-1547,3,1.074090293529358,0.9776791178129148,1.0
MB-5085,5,1.528460647544292,0.9496859963008599,0.9999999999999998
MB-8850,3,0.9872250369252842,0.8986109538448712,1.0
MB-8041,4,1.15942608148761,0.8363491288689245,0.9999999999999999
MB-2253,3,1.087021648179457,0.989449744065287,1.0
MB-7183,2,0.6815680550291462,0.983294852309588,1.0
MB-5309,3,1.0482888677073268,0.9541936479339252,0.9999999999999999
MB-5090,5,1.494347763022896,0.9284904694317527,0.9999999999999999
MB-6245,2,0.507893682377486,0.7327356963362762,1.0
MB-8607,7,1.915796887608076,0.9845248447866399,0.9999999999999998
MB-8419,4,1.2877681778134173,0.928928381805497,0.9999999999999999
MB-8477,5,1.564362161297408,0.9719928609964713,0.9999999999999998
MB-2488,1,-1.000000082240371e-09,0.0,1.0
MB-1979,4,1.2998523781369744,0.9376452897438773,0.9999999999999998
MB-9809,5,1.4469885761559305,0.8990645521626269,0.9999999999999998
MB-8224,6,1.7043325406713405,0.9512061020372813,0.9999999999999999
MB-2562,3,0.7857260164824049,0.7151986413665292,1.0
MB-4764,6,1.3468237151443425,0.7516766274433678,0.9999999999999998
MB-4703,4,1.3397260975038017,0.9664080983348503,1.0
MB-7533,4,1.1707109604143364,0.8444894482997668,0.9999999999999998
MB-4905,6,1.760583390092488,0.9826002988488376,0.9999999999999998
MB-1167,7,1.6765390618831342,0.8615706447566283,0.9999999999999998
MB-6116,5,1.3803901367979963,0.8576846152075348,0.9999999999999998
MB-1841,4,1.3056852722141286,0.941852833422689,1.0
MB-3773,3,0.9956104477419663,0.9062436836992804,0.9999999999999999
MB-9477,8,1.8206998182454681,0.8755715328574254,0.9999999999999996
MB-8893,5,1.2927456970923599,0.8032280630052865,0.9999999999999999
MB-9033,2,0.5721098795272614,0.8253800854421764,0.9999999999999999
MB-7083,2,0.6913518156284599,0.997409835197281,1.0
MB-6691,2,0.68754970582354,0.9919245502407645,1.0
MB-6042,4,1.2512699920323545,0.9026005059963531,0.9999999999999998
MB-5592,4,1.2538608016491124,0.9044693800890081,0.9999999999999998
MB-4180,1,-1.000000082240371e-09,0.0,1.0
MB-4152,5,1.4581979743337479,0.9060293428450282,0.9999999999999998
MB-3344,3,0.828152824977334,0.7538171867074811,1.0
MB-3643,4,1.355003237981658,0.9774282257360465,1.0
MB-3731,3,0.9044988296129607,0.8233103149019777,1.0
MB-3143,3,0.8968819374225451,0.8163771208473775,0.9999999999999999
MB-1554,6,1.4984886642082984,0.8363224471834416,0.9999999999999998
MB-7064,3,1.081968116886174,0.9848498216505501,1.0
MB-5354,7,1.7562731922746853,0.9025458821921317,0.9999999999999997
MB-5845,6,1.4689214234663623,0.819820655929103,0.9999999999999998
MB-5774,7,1.880148359790672,0.966205125434699,0.9999999999999997
MB-3037,3,0.9220446309436358,0.8392811915309137,0.9999999999999997
MB-1191,4,1.1992849019062055,0.8651011901405352,0.9999999999999998
MB-2251,2,0.674096527786346,0.9725157170163089,0.9999999999999999
MB-3091,2,0.431535402161931,0.6225739842179501,1.0
MB-4867,6,1.4057505795524412,0.7845643366558129,1.0
MB-4150,6,1.5316511599987024,0.8548307884853055,0.9999999999999998
MB-9631,3,0.9588314867608496,0.8727660307098477,0.9999999999999999
MB-1817,3,0.8966706674098073,0.8161848145944318,0.9999999999999999
MB-3909,3,1.0265254906359083,0.9343837684256596,1.0
MB-6530,6,1.6290387161304594,0.9091838184512393,0.9999999999999998
MB-9016,8,1.8626794169328313,0.8957594524711344,0.9999999999999999
MB-1107,5,1.3683495309717748,0.8502033661753711,0.9999999999999998
MB-5796,7,1.5909280205083123,0.8175752725087889,0.9999999999999996
MB-4285,4,1.3430232631297447,0.9687865005831902,1.0
MB-9156,9,1.8324225634250775,0.8339714484506316,0.9999999999999997
MB-3595,4,1.3312084971809595,0.9602639484629389,0.9999999999999999
MB-5119,6,1.642433292585516,0.9166594739082642,0.9999999999999999
MB-9037,5,1.1233483808376783,0.6979755926086895,1.0
MB-6807,5,1.465182982410282,0.9103693723806207,0.9999999999999998
MB-5171,6,1.470753991639996,0.8208434317005925,0.9999999999999999
MB-9254,5,1.5258139903787922,0.9480415357443368,0.9999999999999998
MB-4027,1,-1.000000082240371e-09,0.0,1.0
MB-4893,9,1.9995441933029683,0.9100317800131194,0.9999999999999994
MB-8363,8,2.001393389518198,0.9624667725840965,0.9999999999999997
MB-2256,2,0.6901330918309604,0.9956515884196833,1.0
MB-6097,4,1.3821543496782318,0.9970136128321493,0.9999999999999996
MB-4954,2,0.48439553901472826,0.6988350414611819,1.0
MB-1933,6,1.6077602731931484,0.8973080933325663,0.9999999999999998
MB-6277,6,1.5588195541730567,0.8699937579789352,1.0
MB-7163,4,1.3068758252371993,0.9427116358936838,1.0
MB-3105,4,0.9023618138462292,0.6509164568443782,0.9999999999999999
MB-9541,3,1.0870070797456381,0.9894364833053586,1.0
MB-7754,8,2.0536940920864275,0.9876180939926491,0.9999999999999996
MB-4913,1,-1.000000082240371e-09,0.0,1.0
MB-1524,5,1.4011956720024887,0.8706118210606894,0.9999999999999996
MB-9810,4,1.319465990144673,0.9517935201300394,1.0
