species,log_p_value,log_p_adjusted,log_effect_size,lin_p_value,lin_p_adjusted,lin_effect_size,both_sig_fdr,log_only,lin_only
s__Caedimonas_varicaedens,2.1024601335292623e-05,2.6902834641730256e-05,0.7,2.694999779821301e-06,3.764924786042492e-06,6.51827171069393,True,False,False
s__Flavobacterium_sp_9R,2.5740425284830075e-05,3.288074873712883e-05,0.65,0.0010267903008737,0.0011398594709104,3.1672019008037533,True,False,False
s__Dysgonomonas_sp_GY617,4.7446186706572145e-05,6.040077693362346e-05,0.95,1.2382825397489961e-08,2.89122541876846e-08,3.947203072361537,True,False,False
s__Acinetobacter_pseudolwoffii,4.744618670657285e-05,6.040077693362346e-05,0.95,4.631698088687156e-17,4.162947920675443e-16,7.302774333018448,True,False,False
s__Acidaminococcus_intestini,5.6084049625721095e-05,7.079306433297663e-05,0.6499999999999999,0.0041225496620519,0.004412370226529,2.2510978018886822,True,False,False
s__Rhizobacter_SGB88459,5.608404962571961e-05,7.079306433297663e-05,0.7,0.0173173575444185,0.0179676616524843,2.53133558477794,True,False,False
s__Arcobacter_suis,5.6084049625721095e-05,7.079306433297663e-05,0.6499999999999999,1.6788530563193814e-15,1.09861787720549e-14,5.590990120400797,True,False,False
s__Acinetobacter_bohemicus,5.608404962572277e-05,7.079306433297663e-05,0.7,3.337913027921995e-10,1.0122289100934179e-09,5.749098806802351,True,False,False
s__Bacteroides_intestinalis,5.6084049625719204e-05,7.079306433297663e-05,0.95,1.885791422323757e-05,2.3925176888665355e-05,4.11772581478354,True,False,False
s__Lactococcus_lactis,7.338113177199548e-05,9.247014240187268e-05,0.95,2.401018196422631e-08,5.2526673739920313e-08,5.099485150829295,True,False,False
s__GGB45839_SGB63564,0.00011041311844437085,0.00013866698040320224,0.95,1.5796199506507334e-09,4.348326506219363e-09,5.163901144180352,True,False,False
s__GGB26945_SGB39146,0.00011041311844437283,0.00013866698040320224,0.95,2.8847770724710006e-14,1.655418227741051e-13,6.547558962697162,True,False,False
s__Bacteroides_faecis,0.00011961636877139893,0.00014922041990545796,0.6,0.0292502819275966,0.029850492911063,2.097688492151596,True,False,False
s__GGB56729_SGB91086,0.00011961636877139928,0.00014922041990545796,0.65,0.0047215081028046,0.0050317786352746,2.3492106268773973,True,False,False
s__GGB44404_SGB88286,0.0001196163687713962,0.00014922041990545796,0.65,0.0060450542777245,0.0063875502707967,2.917811737140953,True,False,False
s__GGB75172_SGB103645,0.00011961636877139748,0.00014922041990545796,0.95,0.000306193715332,0.0003508763619626,4.252891394237877,True,False,False
s__Ruminococcus_bromii,0.0001256266327855141,0.00015567685723919507,0.8333333333333334,1.4988254345735732e-14,8.735341985874104e-14,7.883800340370321,True,False,False
s__Bacteroides_stercoris,0.00012562663278551666,0.00015567685723919507,0.8333333333333334,5.234848200602687e-08,1.0758117789668333e-07,5.135761541945408,True,False,False
s__Bacteroides_xylanisolvens,0.00012562663278551474,0.00015567685723919507,0.7833333333333333,5.7917975955644136e-08,1.1805139361450963e-07,4.254814926743462,True,False,False
s__Blautia_massiliensis,0.00012562663278551506,0.00015567685723919507,0.8333333333333334,1.780657616441931e-07,3.1703355175791893e-07,5.494702474168211,True,False,False
s__Acidovorax_sp_KKS102,0.00012748312739753248,0.0001577154445083901,0.5333333333333332,0.0285222306935174,0.0291873581582496,2.484417779286145,True,False,False
s__GGB26683_SGB103556,0.00019068050021249015,0.00023281121629872937,0.6,0.0080933916976663,0.0085037608541677,2.496003476791788,True,False,False
s__Neglectibacter_timonensis,0.00019068050021249158,0.00023281121629872937,0.95,0.0001443401027068,0.0001698386697465,3.6343217892413096,True,False,False
s__Klebsiella_huaxiensis,0.000190680500212491,0.00023281121629872937,0.6,0.0020802712162665,0.002268833811893,2.4882445411449323,True,False,False
s__Phocaeicola_plebeius,0.00019068050021248922,0.00023281121629872937,0.7,0.0286510387266616,0.0292790066987528,1.59513686844164,True,False,False
s__Acinetobacter_bouvetii,0.000190680500212491,0.00023281121629872937,0.6,0.0014976038200776,0.0016502399553587,3.114083909359712,True,False,False
s__Epilithonimonas_hominis,0.00019068050021249624,0.00023281121629872937,0.95,0.0011423353426132,0.0012643652308449,3.562295978054772,True,False,False
s__GGB24768_SGB36661,0.00019068050021249714,0.00023281121629872937,0.6,7.364437528956475e-06,9.758206743519592e-06,3.232999393366171,True,False,False
s__GGB65286_SGB88265,0.00019068050021249817,0.00023281121629872937,1.0,3.1103954858564894e-11,1.148690610123238e-10,6.724334906133727,True,False,False
s__GGB6613_SGB9347,0.00024384732889519165,0.0002972387375094983,0.7833333333333333,1.3387562177957909e-05,1.718953766739518e-05,3.4980356748280226,True,False,False
s__GGB43787_SGB61137,0.00025009602161878933,0.00030336850752458024,0.95,2.0437636574800858e-07,3.602650057923404e-07,5.00964415036359,True,False,False
s__Sphaerochaeta_globosa,0.00025009602161877974,0.00030336850752458024,0.95,1.2959727070296114e-13,6.360497627921647e-13,6.783891513722121,True,False,False
s__GGB41346_SGB58388,0.0002500960216187801,0.00030336850752458024,0.95,5.9176538378848275e-09,1.4473999223154364e-08,5.908938258537065,True,False,False
s__Azospira_oryzae,0.00025479095092267336,0.00030856176848752324,0.6166666666666667,0.0003189861157683,0.0003644159913678,3.069167853582988,True,False,False
s__Oliverpabstia_intestinalis,0.00026069206348483054,0.00031519656298165897,0.9166666666666666,4.2981449845025446e-08,8.956469716309772e-08,5.845375229056372,True,False,False
s__Megamonas_funiformis,0.00026680654611173615,0.0003220674488662705,0.5499999999999999,0.0021039182637642,0.0022912744887126,3.386475194291115,True,False,False
s__Faecalibacillus_intestinalis,0.00033725350183665256,0.00040579211672606033,0.9166666666666666,4.852960282366488e-11,1.699675291382817e-10,6.812358459736844,True,False,False
s__Lachnospira_eligens,0.00033725350183667213,0.00040579211672606033,0.9166666666666666,7.097477476529334e-11,2.3789956760864093e-10,6.856607043363992,True,False,False
s__Parabacteroides_merdae,0.00036247180152215844,0.0004354331142279069,0.75,1.028776197500921e-08,2.4286931751129338e-08,4.00055354057423,True,False,False
s__Acidovorax_sp_210_6,0.0003699437089846709,0.0004436945448594285,0.55,0.0590329708284471,0.0597538619240455,3.392091072318672,False,True,False
s__Bacteroides_eggerthii,0.0004260540382378765,0.0005093530649446409,0.95,4.393308652657959e-09,1.107232518541499e-08,5.459090203134524,True,False,False
s__Laribacter_hongkongensis,0.0004260540382378725,0.0005093530649446409,0.5499999999999999,0.0002276596841511,0.0002637175844359,3.4164840374497203,True,False,False
s__Klebsiella_michiganensis,0.00043044142202825804,0.0005129541546854321,0.8666666666666666,2.0465007047047324e-05,2.583231007969087e-05,4.43504376773928,True,False,False
s__Aliarcobacter_trophiarum,0.00043044142202825684,0.0005129541546854321,0.8666666666666666,0.0002840222736331,0.0003264724439603,2.7759971617093973,True,False,False
s__GGB9758_SGB15368,0.0005133770734083367,0.0006108122755384676,0.75,3.183664649863805e-07,5.337109727636851e-07,4.1472910341689655,True,False,False
s__Methanocorpusculum_bavaricum,0.0005507537889443222,0.0006500986179627601,0.95,3.0265583863086322e-15,1.9134004713442712e-14,7.794845012715539,True,False,False
s__GGB24643_SGB36506,0.0005507537889443119,0.0006500986179627601,0.95,8.595263038461645e-11,2.812309748549293e-10,6.74139937019354,True,False,False
s__GGB41952_SGB59058,0.0005507537889443002,0.0006500986179627601,0.95,3.531786835541535e-07,5.881055757397288e-07,4.974144606435752,True,False,False
s__Dysgonomonadaceae_bacterium_zrk40,0.0005507537889443206,0.0006500986179627601,0.95,2.7406273577616783e-11,1.0273909592413126e-10,6.106628629183355,True,False,False
s__Aliarcobacter_skirrowii,0.0005507537889443071,0.0006500986179627601,0.95,1.0004159999086468e-08,2.3767845093371038e-08,5.418198365208667,True,False,False
s__Diaphorobacter_SGB61891,0.0006049679953079802,0.0007129638617689624,1.0,0.0003468050572594,0.0003943850193834,4.978425869444263,True,False,False
s__Dysgonomonas_mossii,0.0006648347292617635,0.0007725338131297127,0.95,2.0620836492907865e-05,2.598504058058998e-05,4.491791231829105,True,False,False
s__Roseburia_sp_AF02_12,0.0006648347292617407,0.0007725338131297127,0.95,3.039219650655052e-06,4.214233939384143e-06,4.263632264157106,True,False,False
s__Acetobacterium_fimetarium,0.0006648347292617592,0.0007725338131297127,0.5499999999999999,0.0268332693455267,0.0274967293018721,1.8641913147189595,True,False,False
s__GGB6612_SGB9346,0.0006648347292617592,0.0007725338131297127,0.6166666666666667,0.0007270504852023,0.0008131629114856,2.191879337173264,True,False,False
s__GGB4571_SGB6317,0.0006648347292617438,0.0007725338131297127,1.0,1.0570858913430192e-05,1.3676749435852914e-05,3.8714061336459658,True,False,False
s__Acinetobacter_towneri,0.0006648347292617559,0.0007725338131297127,0.5499999999999999,0.0019824791140087,0.0021685182097514,2.863359441962614,True,False,False
s__Pseudomonas_fluorescens,0.0006648347292617452,0.0007725338131297127,0.95,1.0437621025358411e-06,1.5635472459673446e-06,5.197339891181545,True,False,False
s__Segatella_sinensis,0.0006648347292617559,0.0007725338131297127,0.6166666666666667,0.0001403812004768,0.0001654413515888,2.2420653280565177,True,False,False
s__Psychrobacter_faecalis,0.0006648347292617576,0.0007725338131297127,0.6,0.0064632857038316,0.006819817729927,2.4159292465122784,True,False,False
s__Bifidobacterium_pseudocatenulatum,0.0008350652260701088,0.0009688315064514792,0.5333333333333332,0.0046064614564058,0.0049161949162785,2.2887399323578355,True,False,False
s__Bacteroides_cellulosilyticus,0.000869774492200762,0.0010059717382663077,0.6166666666666667,7.523185814777825e-06,9.94271971714106e-06,2.842111995901557,True,False,False
s__Collinsella_aerofaciens,0.000869774492200762,0.0010059717382663077,0.6666666666666667,3.6320032137296165e-10,1.0925299989686666e-09,5.7084041065512,True,False,False
s__Phocaeicola_massiliensis,0.0009637168946581424,0.0011111789851854315,0.55,3.232397127451176e-06,4.465496772367736e-06,3.159741706953288,True,False,False
s__Coprococcus_comes,0.0009637168946581163,0.0011111789851854315,1.0,4.625796632449646e-06,6.2402247519121805e-06,4.793208430398078,True,False,False
s__Streptococcus_suis,0.0013706436386531117,0.0015779323370913908,0.44999999999999996,0.0300776401494542,0.0306528955621487,2.542038241434953,True,False,False
s__Aeromonas_veronii,0.0014476325097132392,0.0016639966906719205,0.49999999999999994,0.005136787813795,0.0054665388146805,2.312454957134852,True,False,False
s__Alistipes_shahii,0.0014972767185948705,0.0017131417669812624,0.95,1.5114803711688248e-06,2.1894453531882398e-06,4.668285603451085,True,False,False
s__Ruminococcus_torques,0.0014972767185948835,0.0017131417669812624,1.0,6.562438811124704e-07,1.0241797809830603e-06,5.380811727152691,True,False,False
s__Alistipes_finegoldii,0.001497276718594818,0.0017131417669812624,0.95,2.603038340824973e-07,4.443630668776728e-07,4.70570258881221,True,False,False
s__Dorea_formicigenerans,0.00176319389315597,0.002008156708846347,0.6166666666666667,1.7033960176963252e-05,2.1684870805485643e-05,3.6019398893411845,True,False,False
s__Holdemanella_porci,0.0017631938931559666,0.002008156708846347,0.6666666666666667,1.0050092181110596e-05,1.3084413206123044e-05,3.8002672800004538,True,False,False
s__Citrobacter_portucalensis,0.001763193893155975,0.002008156708846347,0.6166666666666667,5.279448976987235e-06,7.096340426725184e-06,3.5571778415445845,True,False,False
s__Acinetobacter_parvus,0.002123331757487125,0.0024146425168984683,0.5,0.0005714164819615,0.0006419829752158,3.1435875256627126,True,False,False
s__Methanothrix_soehngenii,0.0021707737272223496,0.002461089970376737,0.5,0.0003170154050265,0.0003627200799844,3.239464203880829,True,False,False
s__Pseudomonas_alcaligenes,0.0021707737272223765,0.002461089970376737,0.5333333333333332,0.1272212289247393,0.1279070576520964,2.924644540958257,False,True,False
s__Erysipelatoclostridium_ramosum,0.0022717393289030463,0.0025181538474914043,0.95,8.838418052919752e-07,1.342863516797991e-06,5.260993367744124,True,False,False
s__Enterocloster_bolteae,0.002271739328903075,0.0025181538474914043,0.95,1.5976992327897787e-06,2.3098519915914244e-06,5.162467983704255,True,False,False
s__Phocaeicola_paurosaccharolyticus,0.0022717393289030546,0.0025181538474914043,0.55,2.0676411805496506e-12,8.76397909482977e-12,6.632163034415313,True,False,False
s__Odoribacter_splanchnicus,0.002271739328902916,0.0025181538474914043,0.95,3.222187081272976e-07,5.389577494685292e-07,4.394835696988092,True,False,False
s__Clostridium_leptum,0.0022717393289029887,0.0025181538474914043,0.95,3.3625102931621047e-06,4.6357125907057805e-06,5.038511590132424,True,False,False
s__GGB4552_SGB6276,0.0022717393289031036,0.0025181538474914043,1.0,7.871373748067142e-06,1.0338107070524804e-05,4.460177799814382,True,False,False
s__Succinispira_mobilis,0.002271739328903041,0.0025181538474914043,0.49999999999999994,3.991662963070874e-06,5.4339061504577945e-06,3.1272284532959667,True,False,False
s__Aeromonas_salmonicida,0.0022717393289030546,0.0025181538474914043,0.49999999999999994,2.642929982559161e-09,6.942344249961742e-09,3.8386031888669576,True,False,False
s__Ruthenibacterium_lactatiformans,0.0022717393289029887,0.0025181538474914043,0.95,1.79408413822268e-06,2.583758237672045e-06,5.103290516933862,True,False,False
s__Roseburia_inulinivorans,0.0022717393289029796,0.0025181538474914043,0.95,2.220622284147029e-07,3.870523887788981e-07,4.826575783205083,True,False,False
s__Citrobacter_braakii,0.0022717393289030546,0.0025181538474914043,0.49999999999999994,0.0001269254681069,0.0001505348159106,2.7271100576927987,True,False,False
s__Coprococcus_eutactus,0.0022717393289029887,0.0025181538474914043,0.95,3.509930276779817e-06,4.804418323812373e-06,5.097865832809203,True,False,False
s__GGB57993_SGB79614,0.0022717393289030706,0.0025181538474914043,0.49999999999999994,3.3680378339980336e-06,4.6357125907057805e-06,3.242765405721242,True,False,False
s__Candidatus_Gastranaerophilales_bacterium,0.0022717393289030355,0.0025181538474914043,0.49999999999999994,0.0001666729530002,0.0001951931286313,2.9158757274942166,True,False,False
s__Brotolimicola_acetigignens,0.002271739328902945,0.0025181538474914043,0.95,1.3227291076713537e-07,2.4485258419921334e-07,5.147454265025599,True,False,False
s__Cloacibacterium_caeni,0.002403432679694724,0.00266017919740692,0.5,9.396854882197024e-06,1.2276801649945675e-05,6.578062563094835,True,False,False
s__GGB47687_SGB2286,0.002443858998028046,0.0026969213203090567,0.95,1.7765433958843437e-10,5.522089055540502e-10,6.051997486682527,True,False,False
s__Sphaerochaeta_associata,0.002443858998028012,0.0026969213203090567,0.95,4.850290149484401e-11,1.699675291382817e-10,6.339901970828832,True,False,False
s__Ruminococcus_gnavus,0.0033458011835572838,0.0036651507825752393,0.95,1.433341692482978e-06,2.0884236378755893e-06,5.580423971776732,True,False,False
s__Aeromonas_hydrophila,0.0033458011835571467,0.0036651507825752393,0.95,2.424368813315425e-06,3.404148023124774e-06,5.539227984117968,True,False,False
s__Lachnospiraceae_bacterium_CLA_AA_H244,0.003345801183557153,0.0036651507825752393,0.95,1.8286004471782205e-07,3.247942699035601e-07,5.676870355706054,True,False,False
s__Bacteroides_caccae,0.0033458011835572747,0.0036651507825752393,0.44999999999999996,2.0476187996776453e-07,3.602650057923404e-07,3.477764586815958,True,False,False
s__Bacteroides_thetaiotaomicron,0.00334580118355729,0.0036651507825752393,0.44999999999999996,6.762829956029645e-06,9.009055619996637e-06,2.9335806526810124,True,False,False
s__Methanobrevibacter_smithii,0.0036091447200314077,0.0039478327876003375,0.5,1.3572181891298305e-05,1.7366805644783077e-05,3.6449457741601785,True,False,False
s__Macellibacteroides_fermentans,0.0048211751381162455,0.005265880897561814,0.44999999999999996,3.055149835652027e-11,1.1339013817892598e-10,7.010885051597001,True,False,False
s__Denitrificimonas_caeni,0.004913790805943064,0.005351369257275221,1.0,1.3935254000411675e-11,5.442774599113669e-11,7.120918465792826,True,False,False
s__Pseudoxanthomonas_mexicana,0.004913790805942977,0.005351369257275221,0.95,1.6337713319781727e-11,6.282440276575859e-11,6.85045337033117,True,False,False
s__GGB51647_SGB4348,0.005026200627042918,0.005449921028741359,0.5,0.0035437805633252,0.0038078521216401,2.6761489120405315,True,False,False
s__Oscillospiraceae_bacterium_CLA_AA_H250,0.005026200627042912,0.005449921028741359,0.95,4.459895961269698e-07,7.248545505680163e-07,5.394211701544376,True,False,False
s__Acinetobacter_sp_WCHAc010034,0.0050262006270429685,0.005449921028741359,0.44999999999999996,4.542169739410496e-06,6.138512002898967e-06,3.675214519689155,True,False,False
s__Pseudomonas_chengduensis,0.007078903835589398,0.007664531583961816,0.5333333333333332,2.8080163239744662e-08,6.089477260712068e-08,4.709032368360044,True,False,False
s__GGB23756_SGB35463,0.007370706803543455,0.007877574893185644,0.95,2.352496680983741e-07,4.0530312332883853e-07,5.339034558758545,True,False,False
s__GGB3433_SGB4573,0.007370706803543413,0.007877574893185644,0.95,8.775206818532776e-07,1.3359804666582552e-06,5.097752437344537,True,False,False
s__GGB26653_SGB38834,0.007370706803543515,0.007877574893185644,0.95,2.9854765834662843e-06,4.147421845932678e-06,5.8381642618241525,True,False,False
s__GGB4567_SGB6308,0.007370706803543351,0.007877574893185644,1.0,1.684822099564132e-07,3.0353531622486224e-07,5.085200403137096,True,False,False
s__Desulfovibrio_sp_86,0.007370706803543558,0.007877574893185644,0.44999999999999996,2.770681859106805e-06,3.8562101994285e-06,2.800359605027169,True,False,False
s__Ruminococcus_bicirculans,0.007370706803543671,0.007877574893185644,1.0,5.637364102296796e-07,8.966894712821769e-07,5.553089755909344,True,False,False
s__Trichococcus_flocculiformis,0.00734770649492857,0.007877574893185644,0.5,1.560841159339753e-07,2.839969524066965e-07,4.297508317382171,True,False,False
s__Thauera_terpenica,0.007370706803543608,0.007877574893185644,1.0,8.505931425881404e-06,1.1151889004758396e-05,4.208226631626568,True,False,False
s__Aliarcobacter_butzleri,0.007347706494928591,0.007877574893185644,0.44999999999999996,2.427622987000509e-06,3.404148023124774e-06,3.4366316143632463,True,False,False
s__Eubacterium_rectale,0.008047472547160043,0.008503420000256971,0.5,9.626455616543794e-12,3.8198595159264196e-11,6.921762614836019,True,False,False
s__Comamonas_denitrificans,0.008047472547160034,0.008503420000256971,0.5,3.7783979497962154e-19,4.2069923441014574e-18,8.870424231537084,True,False,False
s__Bacteroides_uniformis,0.008047472547159974,0.008503420000256971,0.5,8.924235427173568e-09,2.1269902967001542e-08,5.326131941476827,True,False,False
s__Segatella_copri,0.008047472547160006,0.008503420000256971,0.5,2.5244244648388675e-09,6.678087414077288e-09,4.8073329388139525,True,False,False
s__Parabacteroides_distasonis,0.008047472547160083,0.008503420000256971,0.5,3.005545558040397e-07,5.061257305413401e-07,4.395862935703843,True,False,False
s__Phocaeicola_dorei,0.008047472547160065,0.008503420000256971,0.5,7.876243329025038e-08,1.5585351521094638e-07,4.694689277940007,True,False,False
s__Phocaeicola_vulgatus,0.008047472547159974,0.008503420000256971,0.5,3.978767918467351e-08,8.385919142082787e-08,5.28401967360113,True,False,False
s__Blautia_wexlerae,0.008047472547160034,0.008503420000256971,0.5,1.0578397351859425e-05,1.3676749435852914e-05,4.648125500663028,True,False,False
s__Bacteroides_ovatus,0.010891142421415296,0.011459509515339738,0.5,1.2415568438033587e-08,2.89122541876846e-08,3.9468650966573824,True,False,False
s__Mediterraneibacter_faecis,0.010891142421415225,0.011459509515339738,0.5,8.745507622385483e-07,1.3341817354395849e-06,4.006257436578969,True,False,False
s__Phascolarctobacterium_faecium,0.01089114242141538,0.011459509515339738,0.44999999999999996,7.267765699422505e-06,9.647247707774358e-06,3.67844229599205,True,False,False
s__Bifidobacterium_longum,0.011375286169115316,0.011868480394629979,0.5,2.5051710446709375e-07,4.303188510792623e-07,4.712721091972652,True,False,False
s__Fusicatenibacter_saccharivorans,0.011375286169115272,0.011868480394629979,0.5,3.3803655067506803e-06,4.644111727506459e-06,3.997929526320656,True,False,False
s__Streptococcus_thermophilus,0.011375286169115864,0.011868480394629979,0.44999999999999996,4.622339251637319e-05,5.643641704945074e-05,3.752340719539223,True,False,False
s__Candidatus_Cibionibacter_quicibialis,0.011375286169115336,0.011868480394629979,0.5,1.1760186342769633e-07,2.22667487606755e-07,5.303541475474586,True,False,False
s__Alistipes_putredinis,0.011375286169115347,0.011868480394629979,0.5,2.4256833713231947e-09,6.4397145729790155e-09,4.3993669911315125,True,False,False
s__Acetoanaerobium_noterae,0.011375286169115376,0.011868480394629979,0.44999999999999996,9.263245192748172e-13,4.188109644721295e-12,6.0857431112793465,True,False,False
s__Gemmiger_formicilis,0.015695530087158502,0.01623023070118555,0.5,4.526646682359792e-07,7.341040054435663e-07,4.9465334247545245,True,False,False
s__Akkermansia_muciniphila,0.015729834848467787,0.01623023070118555,0.5,3.146030780520788e-09,8.149093618987874e-09,4.0551198472779735,True,False,False
s__Aeromonas_caviae,0.015695530087158502,0.01623023070118555,0.44999999999999996,1.4148689954449904e-12,6.1011113907627905e-12,6.695696064639747,True,False,False
s__Bacteroides_fragilis,0.01572983484846794,0.01623023070118555,0.95,3.6817113192086357e-10,1.103034796839214e-09,6.170673647738667,True,False,False
s__Eubacterium_siraeum,0.01572983484846803,0.01623023070118555,0.95,2.232352333440945e-07,3.875565620411749e-07,5.821434536125865,True,False,False
s__Bifidobacterium_adolescentis,0.015695530087158512,0.01623023070118555,0.5,1.109183092389897e-09,3.1107164921912156e-09,5.262380094960816,True,False,False
s__Blautia_obeum,0.015695530087158512,0.01623023070118555,0.5,1.082884815071076e-06,1.6156641440860456e-06,4.580439156188181,True,False,False
s__Citrobacter_freundii,0.015729834848467857,0.01623023070118555,0.44999999999999996,2.3599880955326458e-08,5.1780915272569235e-08,4.691782551006801,True,False,False
s__Desulfovibrio_desulfuricans,0.01799812163198838,0.018545025880474214,0.44999999999999996,1.5763279815078014e-08,3.5742877635404864e-08,3.826498371757484,True,False,False
s__Escherichia_coli,0.021186510060349314,0.02171035234206125,0.44999999999999996,1.7861647538392696e-22,2.896693274704555e-21,8.571013255802225,True,False,False
s__Pseudomonas_fluvialis,0.021186510060349235,0.02171035234206125,0.44999999999999996,1.2495715127317697e-12,5.483413814693529e-12,5.540992763615024,True,False,False
s__Azonexus_hydrophilus,0.021186510060349238,0.02171035234206125,0.44999999999999996,4.647207013592718e-13,2.153302131764079e-12,5.979565334373167,True,False,False
s__Dialister_invisus,0.021186510060349314,0.02171035234206125,0.5,9.87872949057024e-10,2.780955547156754e-09,4.460925327024947,True,False,False
s__Lachnospira_pectinoschiza,0.02217624820801477,0.02266230296325893,1.0,5.555912953223143e-09,1.3678914399684702e-08,6.254963929926869,True,False,False
s__GGB47501_SGB75672,0.022176248208013862,0.02266230296325893,0.95,3.35087237563404e-09,8.609792965263042e-09,6.80546006222623,True,False,False
s__GGB41936_SGB59041,0.022761764935356733,0.023228832615288814,0.35,9.891904249369621e-21,1.3417019218235886e-19,8.238225850914475,True,False,False
s__Enterococcus_aquimarinus,0.028033174818260793,0.028530352543550692,0.5,2.9295628345831704e-10,8.95677817458625e-10,5.129335335635227,True,False,False
s__GGB4599_SGB6362,0.028033174818260936,0.028530352543550692,0.5,2.575357254435486e-09,6.788750925119691e-09,4.806059409352985,True,False,False
s__Anaerostipes_hadrus,0.03257186575673079,0.033014418280599415,1.0,2.011521758279506e-09,5.456709933369134e-09,6.798402869611252,True,False,False
s__Roseburia_faecis,0.03257186575672992,0.033014418280599415,1.0,1.5132658505503584e-10,4.763275630846276e-10,7.265835909288469,True,False,False
s__Streptococcus_salivarius,0.032571865756730614,0.033014418280599415,0.95,2.140568119288778e-09,5.7648513248715835e-09,6.578944001056373,True,False,False
s__Acinetobacter_johnsonii,0.033693783334524795,0.0341052406615407,0.25,1.0891699100105699e-11,4.276425015094133e-11,6.940482846873956,True,False,False
s__Aeromonas_media,0.03488026061487247,0.035258366420995745,0.41666666666666663,1.125892436394596e-13,5.562356010267342e-13,8.175643678366182,True,False,False
s__GGB41158_SGB46801,0.03895443539703469,0.03932342192988888,0.95,2.880338840992157e-12,1.2071532445955894e-11,7.296688114642244,True,False,False
s__Dorea_longicatena,0.044994933050695234,0.045359756832187355,1.0,9.533539828357975e-11,3.0655261689461424e-10,6.98646980432291,True,False,False
s__Faecalibacterium_prausnitzii,0.08788975640373436,0.08824462756014279,1.0,2.370160179482708e-13,1.1262034992956052e-12,8.183016789062878,False,False,True
s__Blautia_faecis,0.08788975640373402,0.08824462756014279,1.0,3.6301275553504106e-11,1.3210122713616619e-10,7.141024688264878,False,False,True
s__Alistipes_onderdonkii,0.0878897564037347,0.08824462756014279,1.0,8.235779960020987e-13,3.746275518399791e-12,7.503654635228795,False,False,True
s__Acidovorax_temperans,0.5573259851517408,0.5588241732838691,0.15116279069767447,7.357456340954637e-10,2.1110240116739074e-09,8.240675081123037,False,False,True
s__Bacteroides_graminisolvens,0.5931572190701973,0.5939534032568686,0.19999999999999996,7.426564028379176e-22,1.108043353034173e-20,9.66938209312207,False,False,True
s__Aliarcobacter_cryaerophilus,0.9990262720493083,0.9990262720493083,0.15116279069767447,4.1604371357677074e-22,6.466012715172312e-21,11.416184293367794,False,False,True
