species,log_p_value,log_p_adjusted,log_effect_size,lin_p_value,lin_p_adjusted,lin_effect_size,both_sig_fdr,log_only,lin_only
s__actinobacterium_SCGC_AAA028_A23,6.14068589664911e-09,4.227828649607599e-07,0.9,6.639000664136298e-21,9.17165647304755e-20,9.611694706134044,True,False,False
s__Alphaproteobacteria_unclassified_SGB64958,6.140685896648973e-09,4.227828649607599e-07,0.9651162790697675,2.598544695805792e-18,2.6554991000974256e-17,9.077526302874633,True,False,False
s__Aurantimicrobium_photophilum,7.934262881300745e-09,4.227828649607599e-07,0.9,7.897510052172446e-17,6.931226469318406e-16,10.527887168183954,True,False,False
s__Aquirufa_nivalisilvae,7.93426288130092e-09,4.227828649607599e-07,0.9534883720930233,4.966608293754053e-10,1.4702737250557634e-09,5.407377689616259,True,False,False
s__Polynucleobacter_sp_AP_Titi_500A_B4,7.934262881300455e-09,4.227828649607599e-07,0.9534883720930233,3.2080748130502844e-11,1.1763136614225592e-10,5.9371387933797575,True,False,False
s__Polynucleobacter_sp_MWH_Aus1W21,6.140655187860106e-09,4.227828649607599e-07,0.8651162790697675,1.8390375187806797e-08,4.1322951476216474e-08,4.364246682409738,True,False,False
s__Limnohabitans_sp_JirII_29,6.140685896649533e-09,4.227828649607599e-07,0.9651162790697675,2.662663581351569e-10,8.208045585488721e-10,5.796513379032948,True,False,False
s__Polynucleobacter_sp_MWH_HuK1,7.934262158877374e-09,4.227828649607599e-07,0.8534883720930233,4.154156764155181e-07,6.80741523705948e-07,3.55696717227418,True,False,False
s__Polynucleobacter_sinensis,7.934262881300455e-09,4.227828649607599e-07,0.9534883720930233,6.17962712354089e-10,1.8078438565339235e-09,4.946472247272654,True,False,False
s__Limnohabitans_sp_Jir72,7.934262158877661e-09,4.227828649607599e-07,0.8534883720930233,8.009712404277891e-10,2.280628035721873e-09,5.9519568416449244,True,False,False
s__Limnohabitans_sp_Jir61,6.1406858966496225e-09,4.227828649607599e-07,0.9,2.85927700663324e-13,1.3500130676888585e-12,8.07635974695433,True,False,False
s__Limnohabitans_sp_103DPR2,7.934262881300455e-09,4.227828649607599e-07,0.9534883720930233,2.1170351232633291e-16,1.6801151084621741e-15,8.755682451582851,True,False,False
s__Actinobacteria_bacterium_IMCC25003,7.934262881301124e-09,4.227828649607599e-07,0.9534883720930233,3.976824525054639e-13,1.8541944348067253e-12,6.133768002020462,True,False,False
s__Emticicia_aquatica,6.140685896649533e-09,4.227828649607599e-07,0.9651162790697675,6.143692217539746e-10,1.8044072418443506e-09,4.543672036701778,True,False,False
s__Polynucleobacter_sp_AP_Latsch_80_C2,1.304011809965034e-08,4.229533957538793e-07,0.95,4.733309855915316e-10,1.4067924910409667e-09,4.051285969290469,True,False,False
s__Rhodoferax_bucti,1.3040118099649577e-08,4.229533957538793e-07,0.95,1.9560626899965756e-09,5.345138339697602e-09,5.094625699038042,True,False,False
s__Limnohabitans_curvus,9.230203135492025e-09,4.229533957538793e-07,0.9,6.869024884397491e-13,3.1437377691782386e-12,8.935876362665685,True,False,False
s__Candidatus_Methylopumilus_SGB80876,1.3040118099650433e-08,4.229533957538793e-07,0.95,2.9603029688517645e-14,1.68579085096444e-13,6.687454966426652,True,False,False
s__Rhodoluna_lacicola,1.3040118099649865e-08,4.229533957538793e-07,0.9,1.0975447148025597e-12,4.932339501462105e-12,8.267181606940724,True,False,False
s__Candidatus_Methylopumilus_turicensis,9.23020313549236e-09,4.229533957538793e-07,0.9767441860465116,1.1364473638292562e-12,5.0765852300396705e-12,5.016664177200346,True,False,False
s__Aquirufa_lenticrescens,1.304011809965034e-08,4.229533957538793e-07,0.9,7.777500742705978e-25,1.6116709872385168e-23,10.283898149687632,True,False,False
s__Sphaerotilus_montanus,1.3040118077721046e-08,4.229533957538793e-07,0.85,0.01376365017702,0.0143203389568437,3.670292291484291,True,False,False
s__Polynucleobacter_sp_MWH_Spelu_300_X4,1.3040118099649577e-08,4.229533957538793e-07,0.95,1.3638132439987536e-08,3.13282958592602e-08,5.084773817147928,True,False,False
s__Polynucleobacter_parvulilacunae,1.9409723521449593e-08,4.3877738627279825e-07,0.95,2.2377848571682595e-09,5.983467754292191e-09,4.19931917985041,True,False,False
s__Curvibacter_sp_AEP1_3,1.9235966826330076e-08,4.3877738627279825e-07,0.7999999999999999,5.151055694516581e-07,8.263844189482515e-07,3.390405248819721,True,False,False
s__Flavobacterium_sp_HJJ,1.9409723521449378e-08,4.3877738627279825e-07,0.95,7.920741815657999e-09,1.9184653878184637e-08,3.836044547552061,True,False,False
s__Curvibacter_gracilis,1.940972352144987e-08,4.3877738627279825e-07,0.95,1.3181913372084883e-08,3.0449904075705595e-08,4.228538647985247,True,False,False
s__Polynucleobacter_sp_MG_6_Vaara_E2,1.9409723521449163e-08,4.3877738627279825e-07,0.95,7.127551364650901e-09,1.7376318032776378e-08,4.408816028768173,True,False,False
s__GGB23686_SGB82209,1.940972352145086e-08,4.3877738627279825e-07,0.9,3.2828052152955214e-18,3.309422554878998e-17,9.420428035281455,True,False,False
s__Dechloromonas_denitrificans,1.92359668263401e-08,4.3877738627279825e-07,0.85,5.697467702537521e-11,1.9586686203193504e-10,6.742283103647472,True,False,False
s__Limnohabitans_SGB60293,1.940972352144987e-08,4.3877738627279825e-07,0.95,1.417369339942472e-11,5.5070704562348125e-11,5.825054545135791,True,False,False
s__Duganella_fentianensis,1.94097235214498e-08,4.3877738627279825e-07,0.95,1.207101731537348e-09,3.360066760174857e-09,4.474158268497796,True,False,False
s__Aestuariivirga_litoralis,1.9409723519870128e-08,4.3877738627279825e-07,0.85,3.426807178351189e-13,1.6077975817924444e-12,5.600587652936381,True,False,False
s__Limnohabitans_sp_T6_20,2.3329808241964278e-08,4.972581985287299e-07,0.9,7.679953492992537e-15,4.7349134758449856e-14,9.074389703463243,True,False,False
s__Limnohabitans_sp_MMS_10A_160,2.332980824196454e-08,4.972581985287299e-07,0.9,3.1834277241523374e-14,1.7991190016800334e-13,9.93921948761538,True,False,False
s__Polynucleobacter_sp_15G_AUS_farblos,2.8965687671720674e-08,5.84010891976535e-07,0.85,3.6133672303044916e-09,9.168612087779424e-09,4.299350737500184,True,False,False
s__actinobacterium_SCGC_AAA278_O22,2.896568767175844e-08,5.84010891976535e-07,0.95,1.3648386265763492e-08,3.13282958592602e-08,4.299034668690076,True,False,False
s__Candidatus_Megaira_endosymbiont_of_Carteria_cerasiformis,4.872488647288687e-08,7.977677850658762e-07,0.7,1.9819359956202653e-05,2.5102279333322885e-05,9.237013596415494,True,False,False
s__Flavobacterium_sp_123,4.919211543301636e-08,7.977677850658762e-07,0.95,1.3980709999928596e-08,3.199266766854826e-08,3.402237177304727,True,False,False
s__Candidatus_Nanopelagicus_SGB64093,4.91921154330165e-08,7.977677850658762e-07,0.9,3.3199980043670544e-17,3.0203884283631984e-16,10.60928539775929,True,False,False
s__Rhodoferax_lacus,4.919211543301512e-08,7.977677850658762e-07,0.95,8.818140395157192e-09,2.1084399790984824e-08,3.8932278581416218,True,False,False
s__Polynucleobacter_sp_MWH_Jannik1A5,4.919211543301586e-08,7.977677850658762e-07,0.9,1.1223833882241086e-20,1.4951750135985448e-19,11.37808657942312,True,False,False
s__Polynucleobacter_tropicus,4.919211543301512e-08,7.977677850658762e-07,0.95,1.4299790127509273e-08,3.262276279853797e-08,3.9694938339458767,True,False,False
s__Candidatus_Planktophila_sulfonica,4.919211543301586e-08,7.977677850658762e-07,0.9,9.840336466143501e-32,2.936356401497221e-30,13.486119269846505,True,False,False
s__GGB46317_SGB64092,4.919211543301394e-08,7.977677850658762e-07,0.95,1.266011024558218e-12,5.5230656393007634e-12,7.337509517976013,True,False,False
s__Polynucleobacter_sp_MWH_UH24A,4.9192115433015665e-08,7.977677850658762e-07,0.95,6.469644074980569e-11,2.183870805400681e-10,5.875753278184133,True,False,False
s__Prevotella_herbatica,6.600584379099602e-08,1.025840822251765e-06,0.7999999999999999,4.738656882578279e-05,5.776205938567641e-05,4.114000031316266,True,False,False
s__Polynucleobacter_necessarius,6.600584379099828e-08,1.025840822251765e-06,0.85,1.2855176631317857e-12,5.575559166839024e-12,7.910914777086808,True,False,False
s__Flavobacterium_sp_GENT5,7.721196281839808e-08,1.1520024852504994e-06,0.9,2.6919439144953047e-15,1.7164018463363225e-14,13.62438088367306,True,False,False
s__Aquirufa_antheringensis,7.72119628183892e-08,1.1520024852504994e-06,0.9,1.934975379489506e-25,4.374217069997489e-24,13.724249584820702,True,False,False
s__Rivicola_pingtungensis,8.956287325614149e-08,1.164336799677442e-06,0.75,0.009332935903315,0.0097648950685455,3.35891205549347,True,False,False
s__Polynucleobacter_victoriensis,9.052484501513357e-08,1.164336799677442e-06,0.8666666666666666,6.584019164666303e-08,1.327480620767855e-07,3.9350393790686526,True,False,False
s__Limnohabitans_sp_Rim11,9.052484501513623e-08,1.164336799677442e-06,0.9,5.199472466384194e-19,5.621458637568999e-18,12.336381172946725,True,False,False
s__Candidatus_Methylopumilus_SGB64798,9.05248450151306e-08,1.164336799677442e-06,0.95,7.459841233856992e-11,2.4733518046476955e-10,5.459626000626086,True,False,False
s__Candidatus_Rickettsiella_isopodorum,8.425710033281227e-08,1.164336799677442e-06,0.48410061699098245,2.298825353869292e-06,3.24796157951987e-06,4.244061126510304,True,False,False
s__Limnohabitans_sp_Hippo3,9.052484501513585e-08,1.164336799677442e-06,0.9,1.308265363271389e-15,8.713981794646931e-15,10.745552383568098,True,False,False
s__Polynucleobacter_sp_AP_Ainpum_60_G11,9.052484501513357e-08,1.164336799677442e-06,0.9,3.634943499370658e-25,7.969242073605727e-24,12.189991558225646,True,False,False
s__GGB43055_SGB60296,9.05248450151339e-08,1.164336799677442e-06,0.95,3.047093972025303e-09,7.948014346611456e-09,4.859129979909033,True,False,False
s__Arcicella_aurantiaca,1.2014635594557235e-07,1.5191386700914741e-06,0.95,8.423246059156668e-08,1.6492760000343502e-07,3.170370060466545,True,False,False
s__beta_proteobacterium_CB,1.37184119941168e-07,1.7056558912685224e-06,0.9,3.523673882298989e-16,2.5771183492108293e-15,12.79281945434678,True,False,False
s__GGB26613_SGB38793,1.7473512957584683e-07,1.975036464599806e-06,0.9,1.0894969033907163e-14,6.502117519435795e-14,8.70593417031905,True,False,False
s__GGB25672_SGB61746,1.7473512957585413e-07,1.975036464599806e-06,0.9,4.150946042767402e-15,2.5805047899204015e-14,9.579297531160664,True,False,False
s__Candidatus_Methylopumilus_rimovensis,1.7473512957584876e-07,1.975036464599806e-06,0.85,2.7635049184443805e-07,4.69606986141118e-07,3.901384943344724,True,False,False
s__Polynucleobacter_sp_UK_Kesae_W10,1.7473512957584876e-07,1.975036464599806e-06,0.95,9.108467849709205e-08,1.7787740879275047e-07,3.759811066680477,True,False,False
s__Candidatus_Planktophila_limnetica,1.7473512957585e-07,1.975036464599806e-06,0.9,3.232485076001771e-20,4.120771673394563e-19,10.709324754689924,True,False,False
s__Novosphingobium_umbonatum,1.7473512957584524e-07,1.975036464599806e-06,0.95,3.9793771800231997e-08,8.385919142082787e-08,3.364657526448374,True,False,False
s__Polynucleobacter_yangtzensis,1.8537605301827398e-07,2.0640378440542145e-06,0.85,5.574782328943099e-12,2.2850481414239294e-11,12.342385247923882,True,False,False
s__Acidovorax_sp_1608163,2.0874088967025815e-07,2.2900103484413613e-06,0.75,1.906460859516594e-06,2.7350380792295754e-06,6.359721034688704,True,False,False
s__Sediminibacterium_salmoneum,2.3778222981076658e-07,2.5340791919833125e-06,0.95,9.86450663317251e-10,2.780955547156754e-09,6.440902818731304,True,False,False
s__Sphingorhabdus_rigui,2.3778222981076658e-07,2.5340791919833125e-06,0.9,2.878690915491792e-19,3.253793065086176e-18,13.489816327505704,True,False,False
s__Phenylobacterium_parvum,3.4607537573977787e-07,3.309900388485867e-06,0.95,3.1091379402379615e-08,6.722947546137738e-08,4.6136781319710645,True,False,False
s__Polynucleobacter_sphagniphilus,3.4607537573979057e-07,3.309900388485867e-06,0.95,1.1873041565206916e-06,1.7539186153751203e-06,4.118707601059984,True,False,False
s__Ferriphaselus_sp_R_1,3.460753757397989e-07,3.309900388485867e-06,0.95,1.9251694542049795e-08,4.2999293797512414e-08,3.1187678674809614,True,False,False
s__GGB25672_SGB83766,3.4607537573980915e-07,3.309900388485867e-06,0.95,4.0604711585958307e-10,1.211644593724996e-09,5.153862980864074,True,False,False
s__Candidatus_Methylomirabilis_limnetica,3.4607537573979057e-07,3.309900388485867e-06,0.95,0.0035375025809683,0.0038078521216401,3.0388739993283718,True,False,False
s__GGB65333_SGB88329,3.460753757397989e-07,3.309900388485867e-06,0.95,1.1237669894834294e-07,2.149564549114457e-07,3.4997815032839585,True,False,False
s__Microcystis_aeruginosa,3.460753757397861e-07,3.309900388485867e-06,0.95,1.6497176229159502e-07,2.993823140379395e-07,4.704418762219031,True,False,False
s__Aphanizomenon_flos_aquae,3.46075375739802e-07,3.309900388485867e-06,0.95,1.5025342067012691e-10,4.74953609406418e-10,5.587058364727555,True,False,False
s__Aquaspirillum_sp_LM1,3.735436479424043e-07,3.5001421407734687e-06,0.7999999999999999,2.7468383986361623e-14,1.588481740606649e-13,7.553149798908327,True,False,False
s__Fluviibacter_phosphoraccumulans,3.7535036362181973e-07,3.5001421407734687e-06,0.65,1.0267014915525356e-08,2.4286931751129338e-08,11.23852123741266,True,False,False
s__Polynucleobacter_sp_86C_FISCH,4.0153695312451717e-07,3.6981057658134543e-06,0.9,5.855383600280356e-21,8.241728614734236e-20,9.368614438075536,True,False,False
s__Acinetobacter_sp_ANC_4805,5.441067013785801e-07,4.950043893029521e-06,0.8,0.0086982633431699,0.0091136298511303,4.209482527691893,True,False,False
s__Polynucleobacter_sp_AM_7D1,6.608499578245577e-07,5.135354880595481e-06,0.9,8.408001195346487e-25,1.6952348356022916e-23,9.088744152828554,True,False,False
s__Polynucleobacter_asymbioticus,6.608499578245942e-07,5.135354880595481e-06,0.9,7.168470199096018e-18,6.855998421186704e-17,10.74150753602448,True,False,False
s__GGB46525_SGB64386,6.60849957824577e-07,5.135354880595481e-06,0.9,2.540967732589514e-27,6.318539761705925e-26,12.281768343966297,True,False,False
s__Actinobacteria_bacterium_IMCC19121,6.608499578245831e-07,5.135354880595481e-06,0.85,4.1118130846561064e-08,8.64059876381255e-08,5.184468502838235,True,False,False
s__Burkholderiales_bacterium_LSUCC0115,6.608499578245687e-07,5.135354880595481e-06,0.95,9.716430475884396e-07,1.4643347747494463e-06,3.813445957045083,True,False,False
s__GGB46525_SGB78233,6.60849957824577e-07,5.135354880595481e-06,0.85,0.0004778326947348,0.0005400957428366,3.245501373666732,True,False,False
s__GGB40645_SGB64801,6.363434601654071e-07,5.135354880595481e-06,0.9795918367346939,4.3096009757971695e-16,3.0046376896679336e-15,9.392391714544557,True,False,False
s__GGB43920_SGB61282,6.3634346016542e-07,5.135354880595481e-06,0.85,5.472402877274018e-05,6.64888036880524e-05,6.2070707122701325,True,False,False
s__Dolichospermum_circinale,6.608499578245553e-07,5.135354880595481e-06,0.95,1.3824213282699056e-07,2.546385952813209e-07,3.7878349685770263,True,False,False
s__Prosthecobacter_vanneervenii,6.608499578245858e-07,5.135354880595481e-06,0.95,6.001797632564434e-08,1.2199839329408905e-07,3.2573378666423998,True,False,False
s__Aquisediminimonas_SGB62114,6.363434601654097e-07,5.135354880595481e-06,0.85,0.0326072300400704,0.0331855301635642,3.62318308128669,True,False,False
s__Malikia_spinosa,6.6084995782457e-07,5.135354880595481e-06,0.85,3.885148073914891e-06,5.29857488691135e-06,5.845603334374726,True,False,False
s__Polynucleobacter_acidiphobus,6.608499578246195e-07,5.135354880595481e-06,0.95,2.1638817230897503e-08,4.7618164171827545e-08,5.3587485078348704,True,False,False
s__Limnovirga_soli,6.608499578245723e-07,5.135354880595481e-06,0.95,3.8882094240751136e-08,8.263829716125455e-08,3.1439813439208506,True,False,False
s__GGB69498_SGB93685,1.0612649694935752e-06,6.884379715150097e-06,0.9,7.11147501028511e-11,2.3789956760864093e-10,10.57883119682876,True,False,False
s__GGB70913_SGB95372,1.0612649694935184e-06,6.884379715150097e-06,1.0,0.0014842545450121,0.0016379495422767,3.5014744599166567,True,False,False
s__GGB62809_SGB85028,1.0612649694936203e-06,6.884379715150097e-06,0.95,1.655669951462492e-07,2.993823140379395e-07,3.298397150957217,True,False,False
s__GGB75611_SGB103138,1.0612649694935555e-06,6.884379715150097e-06,0.9,1.9068724284448071e-19,2.188502817876656e-18,10.712953313367075,True,False,False
s__Flavobacterium_glycines,1.0612649694935282e-06,6.884379715150097e-06,0.95,1.4122560097320004e-07,2.588557698427696e-07,3.06200347844585,True,False,False
s__Polynucleobacter_sp_MWH_Braz_FAM2G,1.061264969493634e-06,6.884379715150097e-06,0.95,1.6947438315386829e-07,3.0353531622486224e-07,2.975441686523788,True,False,False
s__Leptothrix_cholodnii,1.0612649694934985e-06,6.884379715150097e-06,1.0,1.318407374859639e-08,3.0449904075705595e-08,3.058031991700481,True,False,False
s__GGB32253_SGB56808,1.0596647315179342e-06,6.884379715150097e-06,0.85,0.0188935435612001,0.0195005783209503,4.73358786053004,True,False,False
s__Polynucleobacter_sp_JS_JIR_II_b4,1.061264969493599e-06,6.884379715150097e-06,0.95,4.614616234516638e-08,9.589146827157137e-08,2.792949967555802,True,False,False
s__Rhodoluna_limnophila,1.0612649694935282e-06,6.884379715150097e-06,0.9,6.132577776390244e-30,1.6944085263656003e-28,9.132488953788489,True,False,False
s__Polynucleobacter_sp_Adler_ghost,1.06126496949363e-06,6.884379715150097e-06,0.95,2.129155419363765e-06,3.031202181002612e-06,3.71582185342125,True,False,False
s__Pseudacidovorax_intermedius,1.0612649694936476e-06,6.884379715150097e-06,0.95,1.0107271271679877e-07,1.9686747698885609e-07,2.9283573690185745,True,False,False
s__Prevotella_paludivivens,9.529801892688681e-07,6.884379715150097e-06,0.75,1.3133895046688516e-06,1.924928429239613e-06,3.5573125807761787,True,False,False
s__Polynucleobacter_sp_MWH_Loch1C5,1.061264969493634e-06,6.884379715150097e-06,0.95,2.346992764751412e-06,3.303503023593496e-06,3.0994374740531927,True,False,False
s__Polynucleobacter_cosmopolitanus,1.061264969493585e-06,6.884379715150097e-06,0.9,5.686135360184261e-19,6.059795683853513e-18,11.747858016792604,True,False,False
s__Malikia_granosa,1.0612649694935752e-06,6.884379715150097e-06,0.95,7.443678502332736e-08,1.4847551237273318e-07,2.910653837015216,True,False,False
s__Thermomonas_sp_IMCC34681,1.0612649694935513e-06,6.884379715150097e-06,0.95,1.2913109633098958e-07,2.408294946572955e-07,3.2050435288768617,True,False,False
s__Tolumonas_auensis,1.0596647315179484e-06,6.884379715150097e-06,0.7999999999999999,5.707466473402265e-07,9.039851357023544e-07,4.207900320924503,True,False,False
s__Acidovorax_sp_HDW3,1.0612649694935513e-06,6.884379715150097e-06,0.95,1.4809151943993012e-07,2.701131381471586e-07,3.36891677595942,True,False,False
s__GGB60303_SGB82256,1.6655235556752062e-06,8.628337309262774e-06,0.95,7.595701402159028e-08,1.5110381989361693e-07,2.869904330011616,True,False,False
s__alpha_proteobacterium_SCGC_AAA028_D10,1.6655235556753256e-06,8.628337309262774e-06,0.9,5.722624720741113e-12,2.3328295309687817e-11,10.07032834789067,True,False,False
s__Polynucleobacter_sp_UB_Tiil_W10,1.6655235556752426e-06,8.628337309262774e-06,0.95,1.217076056701949e-07,2.295894373495722e-07,2.707333521172692,True,False,False
s__Rhodocyclaceae_bacterium,1.6655235556753633e-06,8.628337309262774e-06,1.0,9.831038834972918e-05,0.0001177199834813,3.719077733561999,True,False,False
s__Polynucleobacter_sp_AP_Reno_20A_A9,1.6655235556752729e-06,8.628337309262774e-06,0.95,1.244079570274364e-08,2.89122541876846e-08,2.656146632960821,True,False,False
s__Polynucleobacter_difficilis,1.6655235556752885e-06,8.628337309262774e-06,0.9,6.224844390377023e-26,1.4979786823294384e-24,11.335616958928812,True,False,False
s__Lacihabitans_sp_CS3_21,1.6655235556753472e-06,8.628337309262774e-06,0.9,8.013253455432314e-23,1.3902062971517458e-21,8.920593112770185,True,False,False
s__Methylotenera_versatilis,1.6655235556752426e-06,8.628337309262774e-06,0.95,2.94720135686983e-09,7.714428814824188e-09,2.621616535251296,True,False,False
s__GGB75130_SGB102740,1.6655235556753633e-06,8.628337309262774e-06,0.9,2.0469486744820948e-08,4.54471342608227e-08,4.104540158919897,True,False,False
s__Candidatus_Saccharibacteria_bacterium_CAG1,1.6323708073564293e-06,8.628337309262774e-06,0.75,9.98519403930569e-12,3.9412459012285946e-11,5.112183371237884,True,False,False
s__Candidatus_Planktophila_lacus,1.6655235556752885e-06,8.628337309262774e-06,0.9,1.3469688265151908e-29,3.588709802072616e-28,10.395109855725549,True,False,False
s__Casimicrobium_huifangae,1.6655235556753878e-06,8.628337309262774e-06,0.85,2.5092319064273337e-07,4.303188510792623e-07,4.184484194259891,True,False,False
s__Limnohabitans_sp_2KL_51,1.6655235556752729e-06,8.628337309262774e-06,0.9,5.054010062999418e-13,2.3273404364182496e-12,7.0909257372034205,True,False,False
s__GGB23698_SGB35400,1.6655235556753351e-06,8.628337309262774e-06,0.95,2.964089124948102e-07,5.00273865884906e-07,2.8334485127685136,True,False,False
s__GGB23565_SGB35260,1.6655235556752885e-06,8.628337309262774e-06,0.95,3.6028537206729064e-08,7.679225358919966e-08,2.937831967954626,True,False,False
s__GGB35331_SGB62019,1.3868693575504972e-06,8.628337309262774e-06,0.7,7.716087786938194e-05,9.299194651140376e-05,5.330457044704684,True,False,False
s__GGB43953_SGB61318,1.6655235556752885e-06,8.628337309262774e-06,0.95,3.6451944543678883e-07,6.029523421193891e-07,3.525089340144289,True,False,False
s__GGB43067_SGB57480,1.6655235556753351e-06,8.628337309262774e-06,0.95,3.8790810759949196e-07,6.388067290711279e-07,3.118274700597097,True,False,False
s__GGB46555_SGB64420,1.6655235556753633e-06,8.628337309262774e-06,0.9,2.079430277545105e-08,4.6031305253669095e-08,5.623920708313221,True,False,False
s__GGB46503_SGB91068,1.6655235556753472e-06,8.628337309262774e-06,0.9166666666666666,0.0003009815858978,0.000345434250892,2.442093242940888,True,False,False
s__GGB46331_SGB64109,1.6655235556753633e-06,8.628337309262774e-06,0.9,5.373692663385343e-23,9.777499333866989e-22,10.105845609512308,True,False,False
s__Cylindrospermopsis_raciborskii,1.6655235556752616e-06,8.628337309262774e-06,0.95,1.2338845831996057e-06,1.8191262827409208e-06,3.174107809494552,True,False,False
s__GGB46612_SGB64482,1.6655235556752364e-06,8.628337309262774e-06,0.95,8.346604320572495e-08,1.642893620883135e-07,2.806619474928517,True,False,False
s__GGB46797_SGB64687,1.6655235556752792e-06,8.628337309262774e-06,0.9,3.220118455829437e-22,5.111081634146298e-21,12.133294986828767,True,False,False
s__GGB56727_SGB78161,1.6323708073563835e-06,8.628337309262774e-06,0.8,0.000161745080457,0.0001897198585234,3.0881405766183727,True,False,False
s__GGB45849_SGB63574,1.6655235556753878e-06,8.628337309262774e-06,0.85,9.510040099557712e-12,3.793844873941205e-11,5.094903424412721,True,False,False
s__Cellulophaga_sp_BC115SP,1.6655235556753504e-06,8.628337309262774e-06,0.95,1.8680765224755639e-07,3.310178350989953e-07,2.9481104819447603,True,False,False
s__GGB57651_SGB79249,1.6655235556753351e-06,8.628337309262774e-06,0.95,3.612645955481773e-07,5.98896418397645e-07,3.394490968952858,True,False,False
s__Flavobacterium_lutivivi,1.6655235556752792e-06,8.628337309262774e-06,0.95,3.959323750384454e-08,8.385919142082787e-08,3.4297665971078977,True,False,False
s__GGB32865_SGB61406,1.7264501859680737e-06,8.821450950220432e-06,0.7999999999999999,0.0263623762386038,0.0270513516836292,3.751551414305711,True,False,False
s__GGB25734_SGB37713,1.7264501859680614e-06,8.821450950220432e-06,0.95,2.7332871646576285e-07,4.655324714234226e-07,5.181614156535854,True,False,False
s__GGB44074_SGB61453,5.698805012864805e-06,9.684074122090372e-06,0.95,5.578716854675969e-06,7.471674638399053e-06,2.92907924191517,True,False,False
s__Flavobacterium_difficile,5.6988050128647736e-06,9.684074122090372e-06,0.95,1.0156976971493704e-05,1.320053104657544e-05,2.657247410781893,True,False,False
s__GGB450_SGB609,5.698805012864805e-06,9.684074122090372e-06,0.95,0.0028501798206564,0.0030904566078629,2.4962980547352336,True,False,False
s__GGB24645_SGB36508,5.698805012865313e-06,9.684074122090372e-06,1.0,5.224603488737674e-09,1.2948685058466131e-08,4.515061112307382,True,False,False
s__GGB45669_SGB63385,5.698805012865332e-06,9.684074122090372e-06,1.0,3.3383387617930697e-07,5.571366255699397e-07,4.446808775773615,True,False,False
s__GGB23683_SGB35384,3.853428906394929e-06,9.684074122090372e-06,0.9,3.914352553420406e-42,1.327321365841647e-40,8.696542747505859,True,False,False
s__GGB44257_SGB103370,5.698805012865344e-06,9.684074122090372e-06,0.9,1.9182403338992906e-13,9.232305090895939e-13,5.079860361802028,True,False,False
s__Flavobacterium_tructae,5.698805012864805e-06,9.684074122090372e-06,0.95,7.042796904250721e-06,9.36528786198046e-06,4.863214979370342,True,False,False
s__GGB44306_SGB61712,2.5585376682613702e-06,9.684074122090372e-06,0.95,3.4315131805876965e-08,7.356059864133395e-08,2.648726807269699,True,False,False
s__Terrabacter_SGB130247,5.698805012864805e-06,9.684074122090372e-06,0.95,1.6943761465488497e-07,3.0353531622486224e-07,2.691905750353837,True,False,False
s__GGB44403_SGB61822,5.69880501286528e-06,9.684074122090372e-06,0.9,6.224617445009918e-11,2.1107111881715447e-10,5.668157840673601,True,False,False
s__Arthrobacter_sp_162MFSha1_1,5.698805012864805e-06,9.684074122090372e-06,0.95,8.00161575147533e-08,1.5791548546562426e-07,2.674563674512706,True,False,False
s__GGB44435_SGB61857,3.853428906395249e-06,9.684074122090372e-06,0.9,1.6548352179167594e-12,7.0948682331373705e-12,10.21391262138416,True,False,False
s__Acidobacteriaceae_bacterium_KBS_83,5.698805012864805e-06,9.684074122090372e-06,0.95,1.1102047816970345e-07,2.1345689874896589e-07,2.682301789350051,True,False,False
s__GGB43144_SGB60398,3.853428906394786e-06,9.684074122090372e-06,0.95,1.7447609301837109e-07,3.113855631380498e-07,2.7759755816466622,True,False,False
s__Streptomyces_antimycoticus,5.698805012864805e-06,9.684074122090372e-06,0.95,4.738634042187848e-11,1.683343331177207e-10,2.4962980547352336,True,False,False
s__Leclercia_adecarboxylata,4.311452708214262e-06,9.684074122090372e-06,0.95,1.299061600267658e-07,2.416708114213648e-07,4.15436110558516,True,False,False
s__Aliarcobacter_cibarius,4.31145270821443e-06,9.684074122090372e-06,0.7999999999999999,1.6299737459308066e-06,2.351954380008475e-06,3.807065319962669,True,False,False
s__GGB38799_SGB54900,5.6988050128648684e-06,9.684074122090372e-06,1.0,5.576741360172501e-05,6.764632609249896e-05,2.910257543594984,True,False,False
s__Deefgea_tanakiae,5.698805012865332e-06,9.684074122090372e-06,0.85,4.055258777913304e-20,5.042038413872209e-19,6.855127079000994,True,False,False
s__GGB7511_SGB10952,5.698805012864805e-06,9.684074122090372e-06,0.95,1.3896305584465896e-07,2.553360582761467e-07,2.681288349350149,True,False,False
s__GGB32349_SGB82186,5.698805012864413e-06,9.684074122090372e-06,0.9,3.921186818784552e-84,2.6592776061938875e-82,10.442581058182808,True,False,False
s__GGB43049_SGB60289,2.7355202079259375e-06,9.684074122090372e-06,0.8,0.0184935858246909,0.0191348335994721,3.708515064462625,True,False,False
s__Limnohabitans_sp_Rim47,3.853428906394728e-06,9.684074122090372e-06,0.9,1.7960484983048892e-84,1.6748152246693088e-82,15.09510158688683,True,False,False
s__Gemmatimonas_groenlandica,3.853428906394807e-06,9.684074122090372e-06,0.95,2.2163307205914832e-05,2.7741320764450443e-05,4.183673797829239,True,False,False
