sample_alias,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cohort
Chopyk_2020_pond.sample_CONSERVE.1.MD10.MarchA,-1.821691454380109,3.6772927463530034,2.7471825906120526,0.24041070135105042,3.2087369997859048,-0.23441915920660497,-0.4816169541489484,-1.1227733844165295,-0.2629097805310692,-0.17474579794155504,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.10.MD06.MayA,-5.0194626703968765,0.3205449353812497,4.041123964569996,-0.9742767842213128,2.8079481330724865,-1.1092413041960545,-0.9937859440054246,3.2143726473273246,3.56104457945532,1.02876152404952,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.11.MD10.MayA.BRDU,1.0848967307442883,6.124471764455732,-1.5641013631248628,-0.8572943185290344,-0.9126127876404555,-0.5905885384545674,1.8952510621163896,-3.3690647190638603,0.6584181761383934,0.37665398616424217,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.12.MD06.MayA.BRDU,0.8633406677525355,4.315709259570416,0.43775835328560253,-0.47819536384320266,-1.0221529044307258,-1.8111858576550302,0.40377800580713064,-1.6414217593001101,0.16507217813406133,-0.45392671415474795,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.13.MD10.JuneA.BRDU,1.0898319161458536,6.1344831031379705,-1.574484306130866,-0.8634304316157546,-0.9268106148859191,-0.595190926167018,1.8964156474960012,-3.367023297253958,0.6597747212618601,0.3774903030064864,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.14.MD10.JuneA,-1.3371200044997693,4.251381257221853,2.136163020414622,0.054991809449002005,2.929854147101997,-0.4105382891003226,0.033711387075867655,-1.6008732398140941,0.3550474694753576,-0.27291220291779655,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.15.MD06.JuneA.BRDU,1.3954987830152776,6.420644053302707,-1.9739149634070396,-1.0810866810766644,-1.4644129754674982,-0.8010247246157567,2.1618189973798487,-3.5191000901176057,0.7334431718481532,0.649863680898798,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.16.MD06.JuneA,1.942644872024924,-22.09485673078959,8.037792354299045,6.523194724690083,-2.771113504295047,-4.210462213070476,-1.5977109392185727,8.462100672435977,7.442481773149561,-6.10387485605454,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.17.MD10.JuneB.BRDU,1.0848967307442883,6.124471764455732,-1.5641013631248672,-0.8572943185290337,-0.9126127876404561,-0.5905885384545634,1.8952510621163927,-3.3690647190638656,0.6584181761383986,0.3766539861642414,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.18.MD10.JuneB,-1.2130956131788095,4.518999599345027,1.8254824779471803,0.06781696631406335,2.8491815561223137,-0.4023310059759129,0.16024084007446088,-1.888989482534135,0.3046723709897766,-0.370094041098622,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.19.MD06.JuneB,-3.3978221614119826,-4.531761886488431,6.2571409225009695,1.0986317979579676,3.299748826763723,-0.7066542000830395,-1.9042489638231574,4.207561484691972,0.005496052795695412,-1.3130334059561064,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.2.MD06.MarchA,-10.51819624699898,-8.70334582144186,-1.338350034351214,0.8532875149995789,0.34010799103354905,0.3153031195140651,-2.334588591659006,8.85341764944854,6.9099496916571805,-2.0829310421747227,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.20.MD06.JuneB.BRDU,1.3954987830152776,6.420644053302707,-1.9739149634070396,-1.0810866810766635,-1.4644129754674964,-0.8010247246157641,2.161818997379844,-3.5191000901176,0.7334431718481417,0.6498636808988043,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.21.MD10.JulyA,-1.30843930536118,4.567207439461933,0.8249103232736843,-0.2212583954845073,2.638721449257902,-0.3794070711448216,1.296230126144261,-2.6992527708220013,0.292633103518185,-0.7066106076621632,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.22C.MD10.JulyA.BRDU,0.9275938870726314,6.076347241452914,-1.4803515446188082,-0.669858922482684,-0.7919417839877749,-0.46319691507824284,1.9847422007483033,-3.3859749549709415,0.8070985064402153,0.25049202910685126,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.23.MD06.JulyA,-5.111371768679232,-0.7267103362434832,3.1080550883969673,1.4282715854011232,3.348923496028537,-2.0637854361925188,-2.086275177849003,4.692065275313244,2.625439900667946,-1.614124771583677,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.24C.MD06.JulyA.BRDU,1.3954987830152776,6.420644053302707,-1.9739149634070396,-1.0810866810766635,-1.4644129754674966,-0.8010247246157638,2.1618189973798443,-3.5191000901176,0.733443171848143,0.6498636808988024,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.25.MD06.AugustA,-3.46328679857495,2.9522758679496026,3.790128914588981,-1.3215786810416794,5.2880915683644645,-1.6320656551331298,1.0261227412581735,-0.7947594884195942,-2.5443460975235634,-3.511092702395688,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.26.MD10.AugustA,-0.8452302629409415,4.554627962590806,1.148520538863273,0.04584093425221386,2.115193198172506,-0.37849501840354505,0.4454014557092587,-1.9294979197924065,0.6084160792520988,-0.36786642976085243,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.27C.MD06.AugustA.BRDU,0.7563413002416911,5.758614324327534,-1.0718162797008717,-0.8163704262470388,-0.812254316439773,-0.7522097544816551,0.9007231884741864,-2.2152207496501783,0.40235641616163986,0.6775625928057903,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.29C.MD10.AugustB.BRDU,1.3954987830152776,6.420644053302707,-1.9739149634070396,-1.0810866810766635,-1.4644129754674966,-0.8010247246157638,2.161818997379844,-3.5191000901176004,0.7334431718481433,0.6498636808988022,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.3.MD10.MarchA.BRDU,-0.3479579449302831,5.003224132710386,0.4950529368392406,-0.326352577928817,1.0213536992001573,-0.5335950151719304,0.7917154719193057,-1.8682350667389427,0.3781521275155618,0.2018033363687396,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.30.MD10.AugustB,0.8892763629580843,5.886209665634788,-1.2961986994482182,-0.7253352362193853,-0.5645068086423009,-0.5140983729389309,1.6880244014820736,-3.1587901160062293,0.5112094310971675,0.10479303733371469,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.31.MD06.AugustB,1.090461099769208,6.1357594422892205,-1.5758080208791503,-0.864212720739889,-0.9286206867805376,-0.5957776816263198,1.896564119739544,-3.3667630376959843,0.6599476663300975,0.37759692450462035,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.32C.MD06.AugustB.BRDU,0.7563413002416911,5.758614324327534,-1.0718162797008717,-0.8163704262470388,-0.812254316439773,-0.7522097544816551,0.9007231884741863,-2.2152207496501783,0.40235641616163975,0.6775625928057901,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.33C.MD10.SeptA.BRDU,0.7563413002416911,5.758614324327534,-1.0718162797008717,-0.8163704262470388,-0.812254316439773,-0.7522097544816551,0.9007231884741863,-2.2152207496501783,0.40235641616163975,0.6775625928057903,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.34.MD10.SeptA,-3.3058911136596896,1.0472688453510406,4.008666784432616,-0.2592706853696951,4.55541906355126,-1.92857662555007,-0.8938551683820107,0.03479565853645342,-0.3254988296911658,-1.0138247342231086,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.35.MD06.SeptA,-0.5399130889336009,3.130245783963433,1.2052834841522209,0.8268222125018768,2.312766739498481,0.4530363403141999,1.1086254202975914,-1.9831313650857254,-0.23367113609980478,-1.2086188375829292,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.36C.MD06.SeptA.BRDU,0.7563413002416911,5.758614324327534,-1.0718162797008717,-0.8163704262470388,-0.812254316439773,-0.7522097544816551,0.9007231884741863,-2.2152207496501783,0.40235641616163975,0.6775625928057903,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.37C.MD10.SeptB.BRDU,0.7563413002416911,5.758614324327534,-1.0718162797008717,-0.8163704262470388,-0.812254316439773,-0.7522097544816551,0.9007231884741863,-2.2152207496501783,0.40235641616163975,0.6775625928057903,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.38.MD10.SeptB,-3.456089113249166,0.38229466775815935,5.613407962540357,1.8714001398697153,5.389625404389989,-3.2756669601694823,-2.487857234878474,2.1368008021898035,-0.9033252527238742,-4.459909315244703,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.39.MD06.SeptB,-1.9937694154728265,3.4572755334551926,2.6877917189690064,-1.2117508789034006,3.2256938761432097,-1.637560265894828,0.81168329297125,-1.1227617339702534,-1.1203810135468035,-0.26444604116510334,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.4.MD06.MarchA.BRDU,1.3954987830152776,6.420644053302707,-1.9739149634070396,-1.0810866810766635,-1.4644129754674966,-0.8010247246157638,2.161818997379844,-3.5191000901176004,0.7334431718481433,0.6498636808988029,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.40C.MD06.SeptB.BRDU,0.7563413002416911,5.758614324327534,-1.0718162797008717,-0.8163704262470388,-0.812254316439773,-0.7522097544816551,0.9007231884741863,-2.2152207496501783,0.40235641616163975,0.6775625928057903,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.41.MD10.OctA,0.38287052197360033,5.467314955594265,-0.6025971605534278,-0.8355677498282587,-0.020241012417809737,-0.5163098812596065,1.2453504514303897,-2.6869182365397064,0.27275385590342643,0.1570475708899505,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.42C.MD10.OctA.BRDU,-0.14270193314900295,4.9904058596301315,-0.8624206709599119,-0.616452389731256,0.26140022998537893,-0.5446208561285161,1.2865410962383044,-2.509158858047889,0.5618861544609255,0.28561522839592424,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.43.MD06.OctA,-3.5864247335936663,0.5350412784334768,2.291571024357985,1.692615112027073,3.7401946990013415,-0.3908820755182334,-2.8440776567739614,2.1378248011487817,-0.591076323421036,-2.852161037540311,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.44C.MD06.OctA.BRDU,0.8239510566421685,5.537713394669295,-0.892956891016359,-0.7378242235360603,-0.8659001013036698,-0.747749728800554,0.8592380007075433,-2.0294638900288264,0.34592963804128346,0.5342673488827613,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.45C.MD10.OctB.BRDU,1.3954987830152776,6.420644053302707,-1.9739149634070396,-1.0810866810766635,-1.4644129754674966,-0.8010247246157638,2.161818997379844,-3.5191000901176004,0.7334431718481433,0.6498636808988029,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.46C.MD06.OctB.BRDU,-2.403870743141652,1.1798028382926595,4.071394674794959,1.0993588799859102,1.3971652891445547,-2.398306930120174,-3.630428306943378,0.5489047099016963,-1.778132144421961,0.7973447333253988,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.47.MD06.OctB,-2.1241754143155824,-1.8704040520167884,7.898486667963657,2.8232741802983092,0.5835673747168342,-3.7622689155888103,-6.483144336961728,-0.4614325038142388,0.5854191433164067,1.6467033321718265,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.48.MD10.OctB,-1.3910063253475113,3.9559100448945648,1.8445769113413082,0.029432398537611523,2.33003646855372,-0.45068420807847,-0.7358693813930128,-1.1249635841385077,-0.30256578493274916,0.8437108452163343,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.49C.MD10.NovA.BRDU,0.681653103118447,5.5691889049652605,-0.892690148042343,-0.6637579927544723,-0.4446684955887472,-0.6085430124111209,1.0418765776625567,-2.4722277903919867,0.42811132622619996,0.5058863507970087,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.5.MD10.AprilA.BRDU,1.0848967307442883,6.124471764455732,-1.5641013631248672,-0.8572943185290338,-0.9126127876404556,-0.5905885384545643,1.8952510621163914,-3.369064719063863,0.6584181761383959,0.37665398616424217,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.50.MD10.NovA,0.05470953011866196,4.9033592190454725,0.32611130687879486,-0.3979076052461454,1.0748189974412823,-0.38830793394863267,0.962213511666831,-2.679876446409918,0.5352374380898219,0.21484131773543405,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.51C.MD06.NovA.BRDU,0.25012918876825924,5.68807997257575,-0.3328618922852992,-0.6409575526204669,-0.11340154244208851,-0.8866793812037118,0.6835682640361027,-1.6554372136042825,0.7326609962663965,1.1705716232341612,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.52.MD06.NovA,-11.14562330936758,-1.3241203518213738,0.11868243601824871,0.0727132270946936,4.154687532193852,-2.136020367931769,1.6722785032161698,6.4967181273899115,5.758945183087677,-0.18958820457538592,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.53.MD10.DecA,-0.02201946446366787,4.859776107934707,0.3505549848537963,-0.39056271592566566,1.0551658243741087,-0.35204359471413754,0.7908472009956901,-2.4728752121661244,0.4936184137958377,0.1885599439397814,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.54C.MD10.DecA.BRDU,0.09549356443730117,5.035041513540956,-0.24859615364035187,-0.21638806983050346,0.5447458603104031,-0.560301253899277,0.8557846825299198,-2.1471093744623677,0.3771284490128677,-0.03401535563777459,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.55C.MD10.JanA.BRDU,0.7563413002416911,5.758614324327534,-1.0718162797008717,-0.8163704262470388,-0.812254316439773,-0.7522097544816551,0.9007231884741863,-2.2152207496501783,0.40235641616163975,0.6775625928057903,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.56.MD10.JanA,-0.03636816573016901,3.972786282176106,1.1315661070228578,0.04431414083472295,1.676741973783393,-0.30583778552516,0.14759607561332513,-1.732435120250274,0.20428467722442586,0.49117661639514343,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.6.MD06.AprilA.BRDU,1.3954987830152776,6.420644053302707,-1.9739149634070396,-1.0810866810766635,-1.4644129754674966,-0.8010247246157638,2.161818997379844,-3.5191000901176004,0.7334431718481433,0.6498636808988029,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.7.MD10.AprilA,-0.7503469894470437,2.1666365758355566,3.3076935430989667,0.9503431587074335,3.0608612016957824,-0.07109423458502184,0.25662608594115693,-0.734163050542537,-0.437992386755506,-0.8731095986091716,Chopyk_2020_pond
