species,p_value,f_statistic,p_value_kw,kw_statistic,effect_size,n_samples,r_squared,p_adjusted,sig_fdr,p_adjusted_kw,sig_fdr_kw,log10p,log10p_adjusted,p_adjusted_bonf,sig_bonf
s__GGB46317_SGB64092,1.2660110245582179e-12,18.25179831611032,1.4430762687305382e-21,103.91397978567888,7.337509517976013,187,0.28629464263281856,5.5230656393007634e-12,True,2.690635516592392e-20,True,11.897562512419807,11.257819795339293,9.444442243204306e-10,True
s__Polynucleobacter_necessarius,1.2855176631317855e-12,18.24079689372236,3.872148763957677e-19,92.50155252072501,7.910914777086808,187,0.28617145976596425,5.575559166839024e-12,True,1.4090843794694765e-18,True,11.89092195173371,11.253711571168589,9.58996176696312e-10,True
s__Aeromonas_caviae,1.4148689954449904e-12,18.171854148637564,0.014620309366471582,12.398663787079157,6.695696064639747,187,0.2853985389873618,6.101111390762791e-12,True,0.01529698567656073,True,11.849283770167418,11.214591045823544,1.055492270601963e-09,True
s__GGB44435_SGB61857,1.6548352179167594e-12,18.059344375390097,4.382341278119956e-11,54.37962719130692,10.21391262138416,187,0.2841335849647718,7.094868233137371e-12,True,6.512403572664317e-11,True,11.78124524509816,11.14905566590809,1.2345070725659026e-09,True
s__Lactococcus_raffinolactis,1.675754293076545e-12,18.050330726368042,2.7645306447280667e-12,60.09948140289985,6.3869698834192175,187,0.2840320501885082,7.143501157914872e-12,True,4.463939093002463e-12,True,11.775789659323724,11.14608888053735,1.2501127026351025e-09,True
s__Phocaeicola_paurosaccharolyticus,2.0676411805496506e-12,17.89971571251387,1.064889438816035e-06,33.24354985315148,6.632163034415313,187,0.28233116680964576,8.76397909482977e-12,True,1.253008708764609e-06,True,11.684524826713588,11.057298667055068,1.5424603206900393e-09,True
s__GGB40481_SGB57069,2.5087544496942993e-12,17.76140341847149,2.4652837034225803e-16,79.28780688458637,5.001027922249954,187,0.2807620833350878,1.0573620448994053e-11,True,6.786352925288726e-16,True,11.600541844210102,10.97577628309924,1.8715308194719473e-09,True
s__GGB41158_SGB46801,2.880338840992157e-12,17.662779897137472,3.600155128505444e-08,40.38678660941183,7.296688114642244,187,0.2796390520794343,1.2071532445955894e-11,True,4.5675437514711926e-08,True,11.540556419144558,10.918237593980782,2.148732775380149e-09,True
s__Acidovorax_sp_BoFeN1,3.38644760083984e-12,17.547373275751628,2.2222461679142672e-07,36.55714273284427,6.410944471491899,187,0.2783204495927897,1.4113351453779446e-11,True,2.6912266903637065e-07,True,11.470255639928334,10.850369843435558,2.5262899102265207e-09,True
s__GGB75253_SGB103519,5.159475130717701e-12,17.248075333971794,8.953817207195777e-21,100.19182298396963,3.825372288480585,187,0.2748781574920066,2.138315804175225e-11,True,8.52853834998553e-20,True,11.287394476556337,10.669928154186973,3.848968447515405e-09,True
s__Enorma_massiliensis,5.2225737991574586e-12,17.239453844816207,1.375251644369261e-14,71.03057105593699,4.878129241356718,187,0.2747785131738216,2.1525083172218035e-11,True,2.999817914325932e-14,True,11.282115414374863,10.667055161771378,3.896040054171464e-09,True
s__Polynucleobacter_yangtzensis,5.574782328943099e-12,17.193183189988687,4.297649690332213e-15,73.42130134201734,12.342385247923882,187,0.27424326402259025,2.2850481414239298e-11,True,1.019960289199713e-14,True,11.253772085263554,10.64110464577596,4.158787617391552e-09,True
s__alpha_proteobacterium_SCGC_AAA028_D10,5.722624720741113e-12,17.174634532402628,7.567000247303019e-18,86.42344995681782,10.07032834789067,187,0.2740284751644365,2.3328295309687817e-11,True,2.4331819760724363e-17,True,11.242404733395334,10.632116995653096,4.2690780416728705e-09,True
s__GGB44499_SGB61930,6.200348441212544e-12,17.117846357144185,1.513649266239848e-13,66.09363871681522,8.308790764400293,187,0.2733700910042748,2.5138369223611727e-11,True,2.650662799565555e-13,True,11.207583903752752,10.599662899289621,4.625459937144558e-09,True
s__Candidatus_Nanopelagicus_abundans,6.3898803291536596e-12,17.096532032173453,3.12253483912936e-16,78.80317078825615,8.672354001490788,187,0.2731226711311443,2.5766760678641243e-11,True,8.319324964251796e-16,True,11.194507275311848,10.588940176242192,4.76685072554863e-09,True
s__Bifidobacterium_merycicum,6.848919350448702e-12,17.047447331651547,1.5303687052261916e-14,70.81079943862858,4.976000513339867,187,0.27255224727652216,2.7469321695885655e-11,True,3.299581081210228e-14,True,11.1643779478011,10.561152064546347,5.1092938354347315e-09,True
s__GGB45849_SGB63574,9.510040099557712e-12,16.815664831000646,4.619862718598321e-16,77.99974554246268,5.094903424412721,187,0.26984651253588543,3.793844873941205e-11,True,1.2050411147113104e-15,True,11.021817651834413,10.420920430898244,7.094489914270053e-09,True
s__Eubacterium_rectale,9.626455616543794e-12,16.807088496178146,0.0018054968200591375,17.152400741614045,6.921762614836019,187,0.26974600967286533,3.81985951592642e-11,True,0.0019379865147685132,True,11.016533587176824,10.417952608967834,7.18133588994167e-09,True
s__Candidatus_Saccharibacteria_bacterium_CAG1,9.98519403930569e-12,16.781304331873795,8.421104118125888e-09,43.431151463278674,5.112183371237884,187,0.2694436879878511,3.9412459012285946e-11,True,1.123818188215011e-08,True,11.00064349119579,10.404366467896365,7.448954753322044e-09,True
s__Acinetobacter_johnsonii,1.08916991001057e-11,16.72010491249447,8.404512953050091e-06,28.8451480435105,6.940482846873956,187,0.2687251160378048,4.276425015094133e-11,True,9.61620653830578e-06,True,10.962904365217566,10.368919138697725,8.125207528678853e-09,True
s__Denitrificimonas_caeni,1.3935254000411675e-11,16.546849656730842,1.821049959674535e-10,51.423066236834984,7.120918465792826,187,0.26668315552320443,5.44277459911367e-11,True,2.6074918808391616e-10,True,10.855885110913945,10.264179650689004,1.039569948430711e-08,True
s__Limnohabitans_SGB60293,1.417369339942472e-11,16.534937089480042,3.6084129809840603e-22,106.73881117196184,5.8250545451357905,187,0.26654233670987404,5.5070704562348125e-11,True,1.0094710558773767e-20,True,10.848516965985265,10.259079367216147,1.0573575275970841e-08,True
s__Chryseobacterium_indologenes,1.565857380343191e-11,16.46502206561137,3.0648113863889625e-18,88.27246182899867,3.2191834055867745,187,0.2657147777366635,6.052485003813578e-11,True,1.0252687418144243e-17,True,10.805247796397234,10.218066277932339,1.1681296057360205e-08,True
s__Pseudoxanthomonas_mexicana,1.6337713319781727e-11,16.43524924830745,9.253126027950076e-10,48.04117702601085,6.85045337033117,187,0.26536180039279644,6.28244027657586e-11,True,1.2902489751122909e-09,True,10.786808728837611,10.201871631295168,1.2187934136557168e-08,True
s__GGB31685_SGB116318,1.802936097596974e-11,16.366208511200767,1.9270909064962535e-14,70.33672913650898,5.097695865777752,187,0.2645419673364612,6.897386301576115e-11,True,4.026918252790491e-14,True,10.744019665930306,10.161315449820155,1.3449903288073426e-08,True
s__GGB82456_SGB114450,2.3224067740312596e-11,16.18910345799723,1.7433471698164498e-14,70.54282864511474,5.018147742724171,187,0.2624305193383145,8.839364558302651e-11,True,3.705233585991657e-14,True,10.63406171041781,10.053578954301619,1.7325154534273196e-08,True
s__GGB28558_SGB41168,2.3627178129995168e-11,16.177082423341272,1.5828576884892835e-14,70.7414471573446,4.79427289581441,187,0.26228676499813086,8.947144611663144e-11,True,3.3931374586580617e-14,True,10.626588144459586,10.04831554314851,1.7625874884976395e-08,True
s__GGB25454_SGB37409,2.569798754890688e-11,16.118423445117216,1.9270909064962535e-14,70.33672913650898,4.974452042936237,187,0.26158448308035176,9.68217106640633e-11,True,4.026918252790491e-14,True,10.59010088564248,10.014027248431342,1.917069871148453e-08,True
s__Dysgonomonadaceae_bacterium_zrk40,2.7406273577616786e-11,16.07352149099229,3.803161702690788e-11,54.673526586033645,6.106628629183355,187,0.26104599999764033,1.0273909592413126e-10,True,5.685688637690036e-11,True,10.562150011330168,9.988264260267206,2.0445080088902124e-08,True
s__Bacteroides_propionicifaciens,2.8678688911432655e-11,16.041876712214403,2.27852954220887e-14,69.99214158497189,5.101466835889272,187,0.26066603050196757,1.0697150963964379e-10,True,4.29238141032277e-14,True,10.54244070696328,9.970731875154593,2.139430192792876e-08,True
s__Macellibacteroides_fermentans,3.055149835652027e-11,15.997790397740403,0.00017762514701845266,22.26330628603861,7.010885051597001,187,0.2601360194288902,1.1339013817892598e-10,True,0.00019544005851882844,True,10.514967485519254,9.945424715467075,2.2791417773964123e-08,True
s__GGB65286_SGB88265,3.1103954858564894e-11,15.985305930328298,1.9858632477418038e-09,46.44915989985716,6.724334906133727,187,0.25998579153923307,1.1486906101232381e-10,True,2.7434333015099733e-09,True,10.50718438704865,9.939796929022604,2.320355032448941e-08,True
s__Zoogloea_oleivorans,3.2167290473217437e-11,15.96189468422337,1.8604209123535688e-13,65.66855575359882,5.787713578365777,187,0.25970391518569025,1.1763136614225592e-10,True,3.227613954920377e-13,True,10.492585519206465,9.929476859159694,2.3996798693020207e-08,True
s__Polynucleobacter_sp_AP_Titi_500A_B4,3.2080748130502844e-11,15.963770634916745,1.1865108989386455e-22,109.00455829776675,5.9371387933797575,187,0.2597265099425571,1.1763136614225592e-10,True,6.171019522169291e-21,True,10.49375551242152,9.929476859159694,2.393223810535512e-08,True
s__Blautia_faecis,3.630127555350411e-11,15.877757133833741,2.1022023434055584e-08,41.51532229182796,7.141024688264878,187,0.2586891062052401,1.3210122713616619e-10,True,2.71322309373797e-08,True,10.44007811446484,9.879093148047923,2.7080751562914068e-08,True
s__Pedobacter_aquae,3.87339036859261e-11,15.832660632836557,2.1275083975407374e-19,93.72499500584111,2.4962980547352336,187,0.2581440372792174,1.4026937936747996e-10,True,9.254235888631196e-19,True,10.411908731678428,9.853037124574914,2.8895492149700874e-08,True
s__GGB56321_SGB113200,3.909816707059173e-11,15.826155162815162,1.785750634111967e-14,70.49340163396334,4.8356770327193725,187,0.25806534130173686,1.4090450548145617e-10,True,3.773852614865517e-14,True,10.407843601933711,9.85107511991796,2.9167232634661432e-08,True
s__Leptonema_illini,4.3411313319675177e-11,15.753468044330623,2.741108121116326e-19,93.20732848528209,2.4962980547352336,187,0.2571849161737171,1.5569634488691192e-10,True,1.0762456096593574e-18,True,10.362397075279471,9.807721582769565,3.2384839736477684e-08,True
s__GGB56398_SGB113691,4.57536694737715e-11,15.716993621000544,1.7433471698164498e-14,70.54282864511474,4.969656483854353,187,0.2567423307048653,1.633121408011174e-10,True,3.705233585991657e-14,True,10.339574069503465,9.786981528141851,3.4132237427433535e-08,True
s__Streptomyces_antimycoticus,4.738634042187848e-11,15.692668963171732,2.428632234764641e-19,93.45458385283216,2.4962980547352336,187,0.2564468788347215,1.683343331177207e-10,True,9.954723335903419e-19,True,10.324346829936465,9.773827297197716,3.535020995472135e-08,True
s__GGB54287_SGB75505,4.7796671270431137e-11,15.686688668850818,6.805511692748004e-07,34.1921137740623,4.604211129979627,187,0.25637420507831277,1.6898728325943899e-10,True,8.084254335652883e-07,True,10.320602348141488,9.772145975966511,3.565631676774163e-08,True
s__Sphaerochaeta_associata,4.850290149484401e-11,15.676516246663372,6.157859327074473e-10,48.88925259580279,6.339901970828832,187,0.25625055508972994,1.699675291382817e-10,True,8.63489296616082e-10,True,10.314232280665594,9.769634038992356,3.6183164515153626e-08,True
s__Faecalibacillus_intestinalis,4.8529602823664884e-11,15.676134586083196,1.6101867229358582e-07,37.23640676169909,6.812358459736844,187,0.2562459150475538,1.699675291382817e-10,True,1.9691791726395906e-07,True,10.313993263026287,9.769634038992356,3.6203083706454006e-08,True
s__Proteus_mirabilis,4.894129957354598e-11,15.67027661544979,1.2021530775112892e-14,71.30717691323383,4.7210440625824805,187,0.2561746894486323,1.7060845552273502e-10,True,2.6454460053788252e-14,True,10.310324502697219,9.76799944857374,3.65102094818653e-08,True
s__Leuconostoc_citreum,5.1808069056404816e-11,15.630815607443065,3.251896917010436e-11,54.99813789669927,5.527324311515945,187,0.2556945372333609,1.7976195123757204e-10,True,4.871315462027682e-11,True,10.285602594043235,9.745302226486173,3.8648819516077993e-08,True
s__GGB33037_SGB127733,5.692577234461239e-11,15.565562005229747,1.414685122498174e-10,51.94762072098523,8.048573510405058,187,0.2548991853034398,1.9586686203193504e-10,True,2.0373650605861735e-10,True,10.244691068350452,9.708039034418926,4.2466626169080845e-08,True
s__Dechloromonas_denitrificans,5.697467702537521e-11,15.564967449873564,8.57608063236284e-17,81.45219263716783,6.7422831036474715,187,0.2548919306744968,1.9586686203193504e-10,True,2.441891660970488e-16,True,10.244318128043066,9.708039034418926,4.2503109060929904e-08,True
s__GGB81705_SGB112953,6.032973469302044e-11,15.525362843516419,1.785750634111967e-14,70.49340163396334,4.7900958898737604,187,0.25440836596624816,2.06449459087125e-10,True,3.773852614865517e-14,True,10.219468584539564,9.6851862506715,4.5005982080993244e-08,True
s__Rickettsia_conorii,6.060685831916924e-11,15.522191637585644,2.8153549744199757e-19,93.15272901227576,2.4962980547352336,187,0.25436961900308075,2.0645075938858565e-10,True,1.099609848647802e-18,True,10.217478227951906,9.685183515319356,4.521271630610025e-08,True
s__GGB44403_SGB61822,6.224617445009918e-11,15.503726913484162,2.2674693003345564e-16,79.45930707865725,5.668157840673601,187,0.25414393018104675,2.1107111881715452e-10,True,6.288223412823714e-16,True,10.205887334453351,9.67557118780289,4.643564613977399e-08,True
s__Polynucleobacter_sp_MWH_UH24A,6.46964407498057e-11,15.477023991818815,1.3998770183534844e-21,103.97593484430345,5.875753278184133,187,0.2538173065628021,2.1838708054006814e-10,True,2.690635516592392e-20,True,10.189119611220606,9.660773057433047,4.826354479935506e-08,True
s__Lachnospira_eligens,7.097477476529334e-11,15.413008906415325,1.3499333592414594e-06,32.740424244870766,6.856607043363992,187,0.25303312351710205,2.3789956760864093e-10,True,1.5784487241287284e-06,True,10.148895977010564,9.623606347308476,5.2947181974908835e-08,True
s__GGB69498_SGB93685,7.11147501028511e-11,15.41164777352554,7.322984828162398e-14,67.5892730926325,10.578831196828759,187,0.2530164317804585,2.3789956760864093e-10,True,1.3195523386012437e-13,True,10.148040311732984,9.623606347308476,5.305160357672692e-08,True
s__Psychrobacter_fulvigenes,7.19247230433854e-11,15.403824266854672,2.136177505918898e-14,70.12484947914272,4.972866958693883,187,0.25292047670704,2.3953501513556033e-10,True,4.182646770119417e-14,True,10.14312180174853,9.620630992610025,5.365584339036551e-08,True
s__Candidatus_Methylopumilus_SGB64798,7.459841233856992e-11,15.378616645692064,2.1174307286925728e-21,103.13231202078366,5.459626000626086,187,0.2526111382457027,2.473351804647696e-10,True,3.2236802522544065e-20,True,10.12727041542191,9.606714106060602,5.5650415604573156e-08,True
s__GGB42821_SGB60031,7.673108201440825e-11,15.359155517601602,3.1582571343553202e-09,45.480849566872685,5.128883379208385,187,0.2523721433032283,2.532804742599494e-10,True,4.323045545374438e-09,True,10.115028677603078,9.59639828927781,5.724138718274855e-08,True
s__Aerococcaceae_bacterium_DSM_111021,8.395406783776536e-11,15.297080327892232,2.4485729982373677e-14,69.84407368714875,4.852081901371749,187,0.2516087984059705,2.7590191456816286e-10,True,4.566588641712691e-14,True,10.075958256087047,9.559245285807501,6.262973460697296e-08,True
s__GGB24643_SGB36506,8.595263038461645e-11,15.280856000331273,3.210157789627068e-11,55.02491402249393,6.74139937019354,187,0.2514090291891905,2.812309748549293e-10,True,4.8184662194402273e-11,True,10.065740828179438,9.550936847707224,6.412066226692387e-08,True
s__Psychrobacter_pasteurii,8.638341305683858e-11,15.277408844399215,2.4485729982373677e-14,69.84407368714875,5.211024671352278,187,0.25136657081765446,2.814062276873432e-10,True,4.566588641712691e-14,True,10.063569640732277,9.550666295599495,6.444202614040158e-08,True
s__Candidatus_Nitrospira_nitrificans,8.949706404948622e-11,15.252997681443393,4.4988171628462983e-10,49.54259560977487,7.791567991840546,187,0.25106576240767653,2.902705426250757e-10,True,6.344267681442984e-10,True,10.048191211477622,9.537197035213799,6.676480978091672e-08,True
s__GGB40324_SGB48413,8.988270153671916e-11,15.250034135554815,1.7433471698164498e-14,70.54282864511474,4.851863789253131,187,0.2510292274326398,2.902705426250757e-10,True,3.705233585991657e-14,True,10.046323882794322,9.537197035213799,6.705249534639249e-08,True
s__Dorea_longicatena,9.533539828357975e-11,15.209453163167522,3.250564581750953e-08,40.60117332061929,6.98646980432291,187,0.2505285811468172,3.0655261689461424e-10,True,4.138090747416743e-08,True,10.02074581473623,9.513494972154461,7.11202071195505e-08,True
s__Bacillus_infantis,1.0005687650744426e-10,15.176164744297463,2.741108121116326e-19,93.20732848528209,2.4962980547352336,187,0.25011740290859064,3.20353776285637e-10,True,1.0762456096593574e-18,True,9.999753058685812,9.494370152239163,7.464242987455341e-08,True
s__GGB25847_SGB37835,1.0163242536035772e-10,15.165408562651637,1.562546701202717e-13,66.02812656607873,5.979809857551169,187,0.24998444619374316,3.2400764666165324e-10,True,2.7171558020914375e-13,True,9.992967710276366,9.48944474021384,7.581778931882685e-08,True
s__Erysipelothrix_anatis,1.29658405531131e-10,14.997958828386963,7.452432268246458e-15,72.29013382157011,4.118442661486183,187,0.2479085099537207,4.115964703243563e-10,True,1.7158995284295856e-14,True,9.88719932341867,9.385528358217739,9.672517052622371e-08,True
s__Aphanizomenon_flos_aquae,1.5025342067012691e-10,14.896794043791308,6.074571385627801e-22,105.6775083166033,5.587058364727555,187,0.2466487547830808,4.749536094064181e-10,True,1.4618162108639805e-20,True,9.823175632062327,9.323348807559766,1.1208905181991468e-07,True
s__Roseburia_faecis,1.5132658505503584e-10,14.891913851543647,5.738546735313626e-08,39.40758320054222,7.2658359092884695,187,0.24658787744583133,4.763275630846276e-10,True,7.206996404956171e-08,True,9.820084768417885,9.322094286955322,1.1288963245105673e-07,True
s__GGB46504_SGB64365,1.5584985609280742e-10,14.871721398116708,4.058233670257832e-15,73.53906259974559,3.910058703103113,187,0.24633588464450584,4.885041707782956e-10,True,9.672339674160839e-15,True,9.807293594401761,9.311131723985604,1.1626399264523433e-07,True
s__GGB75646_SGB103098,1.7120929108717055e-10,14.80731975019544,2.0659008477715952e-07,36.71101242301929,4.895668890318369,187,0.24553105346963233,5.344022223892437e-10,True,2.505954524288797e-07,True,9.766472670976619,9.272131744452087,1.2772213115102924e-07,True
s__GGB47687_SGB2286,1.776543395884344e-10,14.782016989807195,2.7317308670804265e-10,50.580216522184905,6.051997486682527,187,0.24521437284201364,5.522089055540503e-10,True,3.8890672267977063e-10,True,9.750424179470503,9.257896593709441,1.3253013733297207e-07,True
s__GGB42821_SGB52415,2.070279358635936e-10,14.67734204948462,4.427362738836786e-09,44.775341481595,4.759036315608064,187,0.24390146772210786,6.408416603910408e-10,True,5.983600517509058e-09,True,9.683971047911145,9.193249263013346,1.5444284015424084e-07,True
s__Limnohabitans_sp_JirII_29,2.6626635813515695e-10,14.505538239056321,2.3556418479739568e-23,112.29658686034823,5.796513379032948,187,0.24173665739431682,8.208045585488722e-10,True,2.9288480309809527e-21,True,9.57468370175188,9.085760240259644,1.9863470316882707e-07,True
s__Enterococcus_aquimarinus,2.9295628345831704e-10,14.440430958594758,0.0026301491189620126,16.310033484060572,5.129335335635227,187,0.2409130319495003,8.95677817458625e-10,True,0.0027989889340166354,True,9.533197182612911,9.04784818147897,2.185453874599045e-07,True
s__GGB33037_SGB24024,2.9193224540567653e-10,14.442816485476783,8.759548603111517e-11,52.94287702821271,6.812028486289261,187,0.2409432411134046,8.95677817458625e-10,True,1.273805703298478e-10,True,9.534717932321623,9.04784818147897,2.1778145507263468e-07,True
s__GGB32963_SGB54433,3.0758079201210153e-10,14.407252433299682,8.118517937928767e-09,43.507705399792144,7.434746862910766,187,0.240492625652305,9.365521258817459e-10,True,1.0873275371085924e-08,True,9.512040789103436,9.028468045995298,2.2945527084102773e-07,True
s__Acinetobacter_bohemicus,3.337913027921995e-10,14.35159034082926,1.0730566001827684e-06,33.22734986263445,5.749098806802351,187,0.2397862823544551,1.0122289100934179e-09,True,1.2606302736005437e-06,True,9.476524983410409,8.994721263041118,2.490083118829808e-07,True
s__Simplicispira_metamorpha,3.3705595665237014e-10,14.344968564475195,6.517403887329668e-07,34.283680855014794,4.644584307423469,187,0.23970216558841306,1.017990865031045e-09,True,7.754359330060499e-07,True,9.472297993348226,8.992256119135222,2.5144374366266813e-07,True
s__Collinsella_aerofaciens,3.6320032137296165e-10,14.29416418113747,2.7936602118269623e-05,26.26833589987646,5.7084041065512,187,0.23905617507814714,1.0925299989686668e-09,True,3.152905473559627e-05,True,9.4398537758711,8.961566629224649,2.709474397442294e-07,True
s__Bacteroides_fragilis,3.681711319208636e-10,14.284923871379878,2.938468522300067e-07,35.96758543264597,6.170673647738667,187,0.23893856421247917,1.103034796839214e-09,True,3.529947693455475e-07,True,9.433950267268663,8.957410786891732,2.7465566441296424e-07,True
s__GGB25672_SGB83766,4.060471158595831e-10,14.218396352769325,1.163864683139644e-20,99.65682248724922,5.153862980864074,187,0.23809072616046534,1.211644593724996e-09,True,9.979805214047982e-20,True,9.391423569943463,8.916624751142832,3.02911148431249e-07,True
s__Polynucleobacter_sp_AP_Latsch_80_C2,4.733309855915317e-10,14.114354930706366,1.4062645023710182e-22,108.65847321171688,4.051285969290469,187,0.236761010785278,1.4067924910409669e-09,True,6.171019522169291e-21,True,9.324835064450347,8.851769958458718,3.531049152512827e-07,True
s__Aquirufa_nivalisilvae,4.966608293754054e-10,14.081739565674646,5.39782449978279e-23,110.60846163384966,5.407377689616259,187,0.2363432096532342,1.4702737250557636e-09,True,5.547299966327387e-21,True,9.303940090572384,8.83260180388126,3.705089787140524e-07,True
s__Candidatus_Cloacimonas_acidaminovorans,5.123810425263636e-10,14.06062357859642,2.0650808005914185e-11,55.93902117301229,6.122834490423774,187,0.2360724709344585,1.5108152479235859e-09,True,3.1698565375333296e-11,True,9.290406946996237,8.820788640699385,3.822362577246672e-07,True
s__Emticicia_aquatica,6.143692217539747e-10,13.937741076064789,7.436058936095693e-23,109.9561525240311,4.543672036701778,187,0.23449311537980744,1.8044072418443508e-09,True,5.547299966327387e-21,True,9.211570549417344,8.743665438564612,4.583194394284651e-07,True
s__Polynucleobacter_sinensis,6.179627123540891e-10,13.933796757522185,1.7345668086007412e-22,108.23109232511901,4.946472247272654,187,0.23444231258469395,1.8078438565339235e-09,True,7.188815773423072e-21,True,9.209037729292119,8.742839082253404,4.6100018341615045e-07,True
s__GGB75193_SGB103433,6.402288194548539e-10,13.909861513911643,1.2577583614026125e-15,75.94459276229844,4.42702024753406,187,0.23413388214437192,1.8656667941926603e-09,True,3.148616569148822e-15,True,9.193664780287937,8.72916591812712,4.77610699313321e-07,True
s__GGB32963_SGB71265,6.807581503694011e-10,13.86837584010169,8.118517937928767e-09,43.507705399792144,7.206662096219558,187,0.23359870712066855,1.9760528411500903e-09,True,1.0873275371085924e-08,True,9.167007150371006,8.704201446229632,5.078455801755733e-07,True
s__Aerococcus_urinaeequi,7.007791745528135e-10,13.848793952454116,1.564897612569751e-14,70.76491525707279,5.044583455642288,187,0.23334583620264882,2.0262839698310035e-09,True,3.3643043774554304e-14,True,9.154418812820545,8.693299691311108,5.227812642163989e-07,True
s__GGB74567_SGB78399,7.232602150381586e-10,13.827468246706802,2.1275083975407374e-19,93.72499500584111,2.4962980547352336,187,0.23307025658345615,2.0832128201485187e-09,True,9.254235888631196e-19,True,9.140705423835007,8.68126636044359,5.395521204184663e-07,True
s__Acidovorax_temperans,7.357456340954638e-10,13.815911726211484,0.0003976663021480238,20.50058273791284,8.240675081123037,187,0.23292083564326782,2.1110240116739074e-09,True,0.0004330789217553661,True,9.133272306318224,8.675506826816374,5.48866243035216e-07,True
s__Methanosarcina_mazei,7.707415000906156e-10,13.784545227761578,1.0018478724368824e-14,71.68191055230493,4.483661611909233,187,0.23251498640672053,2.202962295278158e-09,True,2.244379918432175e-14,True,9.113091256071577,8.65699293593719,5.749731590675992e-07,True
s__Limnohabitans_sp_Jir72,8.009712404277892e-10,13.758587140020452,1.4379458135968765e-19,94.5251144752701,5.9519568416449244,187,0.23217879136251884,2.280628035721873e-09,True,8.005280424949775e-19,True,9.09638307735864,8.641945541205716,5.975245453591307e-07,True
s__GGB44536_SGB61974,9.064186785751502e-10,13.675204908118337,8.648170157046899e-15,71.98426786501355,4.837228074303008,187,0.23109687460063555,2.5710583050078406e-09,True,1.972946463962381e-14,True,9.04267115354345,8.589888074560541,6.761883342170621e-07,True
s__Dialister_invisus,9.87872949057024e-10,13.617247135484833,0.02350947934120209,11.288154809975012,4.460925327024947,187,0.2303430520754265,2.780955547156754e-09,True,0.024392310971539304,True,9.005298906699325,8.555805953163464,7.369532199965399e-07,True
s__Sediminibacterium_salmoneum,9.86450663317251e-10,13.61821712690173,2.445486255706105e-19,93.44045632936881,6.440902818731304,187,0.23035568034247722,2.780955547156754e-09,True,9.969031403042373e-19,True,9.005924630822214,8.555805953163464,7.358921948346692e-07,True
s__Bifidobacterium_adolescentis,1.1091830923898973e-09,13.539313343911912,0.004845275017308285,14.931567773404593,5.262380094960816,187,0.22932708016171544,3.1107164921912156e-09,True,0.005141643190486459,True,8.954996759124588,8.507139568282987,8.274505869228634e-07,True
s__GGB89133_SGB125080,1.1429520346339485e-09,13.51914808653664,5.792040822861505e-11,53.8011989912496,6.724673345500131,187,0.2290637619288277,3.193416546205714e-09,True,8.488924270834347e-11,True,8.941971994916086,8.495744428807992,8.526422178369256e-07,True
s__Duganella_fentianensis,1.2071017315373482e-09,13.48244556283973,1.385786015775902e-22,108.68835195741516,4.474158268497796,187,0.2285840377451891,3.3600667601748573e-09,True,6.171019522169291e-21,True,8.918256127099419,8.473652093655538,9.004978917268618e-07,True
s__Haliscomenobacter_hydrossis,1.2408002767676678e-09,13.463946743823511,1.2900695270045585e-10,52.13912968883296,6.106855187353069,187,0.22834202063032472,3.4410297638240897e-09,True,1.8614929732019352e-10,True,8.906298118322548,8.463311570852287,9.256370064686801e-07,True
s__GGB46582_SGB64449,1.559932526679728e-09,13.310360126656107,8.648170157046899e-15,71.98426786501355,4.4642288497968625,187,0.226326791707965,4.310035795937322e-09,True,1.972946463962381e-14,True,8.806894186212464,8.365519122898782,1.163709664903077e-06,True
s__GGB45839_SGB63564,1.5796199506507336e-09,13.301954164815513,1.0557020000504733e-12,62.087845427732056,5.163901144180352,187,0.22621619219544264,4.348326506219363e-09,True,1.7501193156392292e-12,True,8.801447389747594,8.36167785314933,1.1783964831854473e-06,True
s__GGB35308_SGB112402,1.6309235156049739e-09,13.280536414387267,1.0482131049800921e-14,71.58890290048245,4.426810940677661,187,0.2259342500851469,4.473047583240112e-09,True,2.327282667604609e-14,True,8.787566405317524,8.349396481879054,1.2166689426413106e-06,True
s__Rhodoferax_bucti,1.9560626899965756e-09,13.15884593985481,9.943167432083017e-23,109.3644652529922,5.094625699038042,187,0.22432841507565782,5.345138339697602e-09,True,6.171019522169291e-21,True,8.708617230589677,8.272041050157764,1.4592227667374455e-06,True
s__GGB67319_SGB91067,2.0014284693726387e-09,13.14351300335232,8.208990542541186e-16,76.82031010431598,8.986744376379287,187,0.22412560793554415,5.449144664788279e-09,True,2.0972284057314128e-15,True,8.698659926873828,8.263671662221547,1.4930656381519884e-06,True
s__Anaerostipes_hadrus,2.0115217582795066e-09,13.140149361813382,1.66228865756974e-08,42.00739162495446,6.798402869611252,187,0.22408110321714636,5.456709933369134e-09,True,2.1641663848988238e-08,True,8.69647526537976,8.263069131737353,1.500595231676512e-06,True
s__GGB81701_SGB112896,2.0450768885138742e-09,13.129088171008572,1.0482131049800921e-14,71.58890290048245,4.528313228520089,187,0.22393471535347487,5.5276353580846014e-09,True,2.327282667604609e-14,True,8.689290359231423,8.257460613823973,1.5256273588313501e-06,True
s__Streptococcus_salivarius,2.1405681192887786e-09,13.098585169897508,6.990905713621219e-08,38.99263155007729,6.578944001056373,187,0.2235307410907651,5.7648513248715835e-09,True,8.735704627071071e-08,True,8.66947094705859,8.23921188865037,1.5968638169894289e-06,True
