species,p_value_original,f_statistic_original,p_value_kw,kw_statistic,effect_size_original,n_samples_original,r_squared,p_adjusted_original,sig_fdr,p_adjusted_kw,sig_fdr_kw,log10p,log10p_adjusted,p_adjusted_bonf,sig_bonf,significant_original,f_statistic_balanced,p_value_balanced,effect_size_balanced,n_samples_balanced,p_adjusted_balanced,significant_balanced,log_p_original,log_p_balanced
s__GGB96171_SGB133887,2.4650556288331798e-09,15.903894197688489,5.3633293342813716e-11,50.81252153153831,6.272205953417117,209,0.1887988798281806,4.853078269265323e-09,True,8.286124611818905e-11,True,8.608173275566191,8.313982704432515,1.397686541548413e-06,True,True,5.148070564322269,0.003878217795093663,6.104035105813111,48,0.007938445811617713,True,8.608173275566191,2.4113678052234366
s__GGB42821_SGB60031,2.507310542476255e-09,15.8896429593253,8.272731516341578e-10,45.22876135408912,5.147582847500495,209,0.1886616177527597,4.919187119667946e-09,True,1.1935467607546246e-09,True,8.60079187324899,8.308106657112631,1.4216450775840366e-06,True,True,7.621505295004841,0.0003286723156222003,6.17917814015966,48,0.0014117969921044514,True,8.60079187324899,3.4832368754098897
s__Aliarcobacter_skirrowii,3.0099139366466563e-09,15.736586416049471,6.804160275855006e-13,59.70263299341908,5.266014572602755,209,0.1871845062176953,5.884900696822946e-09,True,1.213194615223204e-12,True,8.52144592213832,8.23026086114437,1.706621202078654e-06,True,True,3.768582270360527,0.01714877703834648,4.274937468277344,48,0.02653941729554375,True,8.52144592213832,1.765766846142249
s__Vibrio_parahaemolyticus,3.085439499016069e-09,15.715844099016897,3.96115213094587e-19,88.80214511680258,2.671092282481213,209,0.1869839132175484,6.0118357248869795e-09,True,1.6636838949972658e-18,True,8.510682965049654,8.220992895142654,1.7494441959421112e-06,True,True,3.283456143626681,0.029461180947068937,2.8354357459999746,48,0.041347746527198234,True,8.510682965049654,1.5307498485145696
s__GGB38799_SGB54900,3.4508891059627372e-09,15.622212483727788,1.5211995042341251e-24,113.9869076241076,3.146675356806809,209,0.1860771951595496,6.700870284523534e-09,True,2.331135456488511e-23,True,8.462068996501696,8.173868789057206,1.956654123080872e-06,True,True,4.529951719588477,0.0074755237909471025,3.271592880276492,48,0.013942835491667787,True,8.462068996501696,2.126358372027164
s__Undibacterium_amnicola,3.581032654678661e-09,15.591267787610752,2.97546977826253e-09,42.61165783964065,5.827728919184752,209,0.185777085376219,6.929848174753586e-09,True,4.1656576895675435e-09,True,8.445991718730602,8.159276280191804,2.030445515202801e-06,True,True,7.85348807206113,0.0002640050880802668,5.863579299462583,48,0.0011880228963612007,True,8.445991718730602,3.5783877030396782
s__GGB75267_SGB103593,3.966158318297948e-09,15.505935387769554,4.266662995069582e-22,102.61065301205768,4.834036862617121,209,0.1849483616007092,7.649019613860329e-09,True,2.7806872623039695e-21,True,8.401629953925251,8.116394225444502,2.2488117664749365e-06,True,True,3.5030965307147164,0.0230336160003107,5.173776497439135,48,0.03374692576789707,True,8.401629953925251,1.6376378776802587
s__GGB73596_SGB126134,4.092168184263509e-09,15.47982236256251,5.3633293342813716e-11,50.81252153153831,6.045339746163878,209,0.1846944221827045,7.865285967720032e-09,True,8.286124611818905e-11,True,8.388046525498345,8.1042854825836,2.32025936047741e-06,True,True,5.079180525092069,0.004169176123797234,5.836982873204274,48,0.008323672049975464,True,8.388046525498345,2.3799497580333036
s__Lachnospira_pectinoschiza,4.30464991890205e-09,15.43757458952357,1.205131076285271e-07,35.022255778604745,6.1027801373209565,209,0.1842832431008119,8.245731432491428e-09,True,1.5389849555264605e-07,True,8.366062162322114,8.083770814488146,2.4407365040174625e-06,True,True,4.553438251711817,0.0072892761166392876,4.761749411372145,48,0.013685495225610847,True,8.366062162322114,2.1373155984527705
s__Collinsella_aerofaciens,4.353465069640446e-09,15.428166079476483,1.577977379331973e-05,24.95485192253568,4.959658586471868,209,0.18419161771974,8.311160587495397e-09,True,1.8259452532269974e-05,True,8.361164935785444,8.08033832620975,2.468414694486133e-06,True,True,6.044823544171471,0.0015400704831472856,5.633548015268526,48,0.004432588649464522,True,8.361164935785444,2.8124594027080425
s__GGB75661_SGB103104,4.447920074428738e-09,15.41025950476527,5.3633293342813716e-11,50.81252153153831,5.961279224292329,209,0.1840171765087497,8.462988866446627e-09,True,8.286124611818905e-11,True,8.35184302528086,8.07247623046421,2.521970682201095e-06,True,True,5.110219484084105,0.004035374372193676,6.045144177201576,48,0.00810689458024143,True,8.35184302528086,2.394116168442329
s__GGB4962_SGB6925,4.817125467327268e-09,15.34376625700005,2.1965190476415858e-08,38.517174253394224,3.6837390103527854,209,0.1833687631636388,9.134816521654051e-09,True,2.9512471564283868e-08,True,8.31721204186114,8.039300171292663,2.731310139974561e-06,True,True,3.600855365048133,0.020655838658687472,3.4483203428026656,48,0.030902006647693398,True,8.31721204186114,1.6849571673082604
s__GGB75190_SGB103598,4.8747305754714065e-09,15.33385771371758,3.121723952013338e-20,93.93865266320846,2.9076494200721643,209,0.1832720511089524,9.182632014260091e-09,True,1.539145635470924e-19,True,8.312049382595093,8.03703281929603,2.763972236292287e-06,True,True,5.367479304211209,0.0030842320463269663,2.4450574282014643,48,0.00740999817909911,True,8.312049382595093,2.5108529546651055
s__Advenella_mandrilli,4.8685913445265674e-09,15.334908071319065,2.6144697117931776e-18,84.98496402778245,2.9927507104967046,209,0.1832823041798315,9.182632014260091e-09,True,9.68891716723354e-18,True,8.312596677346763,8.03703281929603,2.760491292346564e-06,True,True,3.748635846738509,0.017531453884664244,3.89301505242179,48,0.027011778132077786,True,8.312596677346763,1.7561820663417627
s__Nitrospira_lenta,5.240724386980698e-09,15.273536999554205,5.3633293342813716e-11,50.81252153153831,5.7824181135419455,209,0.1826827979416212,9.839373269596212e-09,True,8.286124611818905e-11,True,8.28060867951909,8.007032563583335,2.9714907274180554e-06,True,True,5.160219082851527,0.003829135586216232,5.732847306252532,48,0.007894981372307649,True,8.28060867951909,2.4168992554065567
s__Aeromonas_hydrophila,5.486504311661541e-09,15.235369290992944,6.147765133040999e-07,31.668146227136205,5.387044191512056,209,0.1823095107684252,1.0233052449710837e-08,True,7.528688618648481e-07,True,8.260704275166512,7.989994799882359,3.1108479447120936e-06,True,True,4.537204782616691,0.0074174865186679845,4.41556314975144,48,0.013880247049784645,True,8.260704275166512,2.129743234343567
s__Flavobacterium_dankookense,5.4856456047775295e-09,15.2354996156631,1.1087721475073786e-22,105.33149175707734,4.279718014257773,209,0.1823107859476942,1.0233052449710837e-08,True,7.858422595458546e-22,True,8.26077225303136,7.989994799882359,3.110361057908859e-06,True,True,8.46453063113634,0.00014966975658860585,3.7488428138162386,48,0.000766412080498926,True,8.26077225303136,3.8248659476437634
s__Akkermansia_muciniphila,5.616815022268254e-09,15.215827010482812,0.9538089078495782,0.3324777838917671,3.2921769007971764,209,0.182118251672041,1.041835117523982e-08,True,0.9538089078495782,False,8.250509878443777,7.98220100773089,3.1847341176261e-06,True,True,1.088091828677904,0.3641024161549307,3.0805980439639855,48,0.3845269958835525,False,8.250509878443777,0.4387764391125484
s__Aliarcobacter_butzleri,5.622602221557998e-09,15.214969764173496,0.952036349308288,0.3415362838535554,3.348276679837693,209,0.1821098598066861,1.041835117523982e-08,True,0.9537183923282672,False,8.250062640142216,7.98220100773089,3.188015459623385e-06,True,True,1.8275842175098014,0.15606292451759832,3.4717553787761863,48,0.17840257701910936,False,8.250062640142216,0.8067002589483917
s__Salmonella_enterica,6.541144539455431e-09,15.089092344955327,8.539357530034136e-18,82.58978596192543,3.984546140003195,209,0.1808757324217005,1.2080876071241788e-08,True,2.988775135511948e-17,True,8.184346254171144,7.917901570755424,3.7088289538712296e-06,True,True,4.524220041548173,0.0075217201016055365,5.0701974954790625,48,0.013983000975771603,True,8.184346254171144,2.1236828315876286
s__GGB42821_SGB52415,9.5332964148235e-09,14.776471722393774,1.0170910123885506e-09,44.80664183142518,4.777735783900175,209,0.1777945660260638,1.7549932036379628e-08,True,1.463681736102305e-09,True,8.020756903430076,7.755724561037613,5.405379067204925e-06,True,True,5.474958496977023,0.0027588880963114264,5.259076890568698,48,0.006942280185362117,True,8.020756903430076,2.5592659146495054
s__GGB24645_SGB36508,9.78648745164013e-09,14.754755850075544,1.794822588995326e-15,71.75675105998859,4.3815767879935805,209,0.1775796747173454,1.7957729401553247e-08,True,3.929206208341118e-15,True,8.009373156419404,7.745748576951333,5.548938385079954e-06,True,True,5.715835775339527,0.0021527612650500327,4.1785398545830805,48,0.005784908233570467,True,8.009373156419404,2.6670041294984688
s__GGB46168_SGB63936,1.0138047545698776e-08,14.725524733286704,4.646126786348379e-16,74.49614605218795,4.434000616281281,209,0.1772902382245086,1.8542815994874865e-08,True,1.0537415551438125e-15,True,7.99404567634144,7.731824311282805,5.748272958411207e-06,True,True,8.60335819767768,0.00013181239082323465,5.113700867147736,48,0.0007327218195762161,True,7.99404567634144,3.8800437626310815
s__Trichococcus_flocculiformis,1.0527298739843076e-08,14.694329490684453,0.6078254502188392,1.8327906573437212,3.804898272170204,209,0.1769811288296767,1.919285654498721e-08,True,0.6185326151642201,False,7.977683052639693,7.716860382773624,5.968978385491023e-06,True,True,2.4725033713231945,0.07413389765110324,5.20314254615492,48,0.09177711783444441,False,7.977683052639693,1.129983165885712
s__GGB25734_SGB37713,1.1038281693441204e-08,14.655099875499356,1.095689936304306e-11,54.04842896206318,5.0481298322220525,209,0.1765920780625073,2.005995423134988e-08,True,1.7649323689901746e-11,True,7.957098527072161,7.697670062197698,6.258705720181163e-06,True,True,4.439887970637424,0.0082366853039245,5.063464930545939,48,0.015065163120403846,True,7.957098527072161,2.0842475266325473
s__Staphylococcus_saccharolyticus,1.1087555705963878e-08,14.651414280804024,1.8320564156517897e-18,85.70444791718043,3.1032154292209357,209,0.1765555081149397,2.008512487310389e-08,True,7.114904025168251e-18,True,7.955164185177629,7.697125463831171,6.286644085281519e-06,True,True,3.3867977975705674,0.026233824438418808,3.584726974783335,48,0.037279645254595144,True,7.955164185177629,1.5811383921611466
s__Lactobacillus_gasseri,1.1558000180361324e-08,14.617035628702126,1.6639978125566202e-18,85.89909746061126,3.14833167437472,209,0.1762142328190492,2.0870656376639716e-08,True,6.551991386941692e-18,True,7.937117303092518,7.680463892272827,6.55338610226487e-06,True,True,3.5564668267548343,0.02170245583916557,4.132605110470145,48,0.03221280748902324,True,7.937117303092518,1.6634911188219674
s__Campylobacter_jejuni,1.2117470092281974e-08,14.577943371164476,2.525371066629929e-18,85.05511696563143,3.2428297208774137,209,0.1758258218978029,2.174264283492453e-08,True,9.420298649862959e-18,True,7.91658804350724,7.662687668213597,6.870605542323879e-06,True,True,3.495756848818724,0.02322315719103376,3.924799812909271,48,0.033849691844000364,True,7.91658804350724,1.634078738196239
s__Lachnospiraceae_bacterium_CLA_AA_H244,1.2117592832162525e-08,14.577934996194022,3.722177856360267e-07,32.70199876207609,5.524686563100142,209,0.1758257386469428,2.174264283492453e-08,True,4.638406251772025e-07,True,7.9165836444881,7.662687668213597,6.870675135836151e-06,True,True,4.280656595766767,0.009785081455986444,4.668550765799668,48,0.01728392892692933,True,7.9165836444881,2.0094355547031504
s__Ferribacterium_limneticum,1.2396685812211726e-08,14.559109478283697,8.296665183041173e-09,40.51250971836322,5.2814570304968935,209,0.1756385622676244,2.21732519101705e-08,True,1.1473680875083771e-08,True,7.906694405632148,7.654170608956993,7.028920855524049e-06,True,True,4.216390787313677,0.010492729587189649,4.769240491354006,48,0.018255683276351103,True,7.906694405632148,1.9791115193898836
s__Desulfovibrio_desulfuricans,1.266959171309576e-08,14.541110252157887,0.0003777986705354,18.32009057457007,3.3173452489365576,209,0.1754595219352228,2.2590121073349987e-08,True,0.0004175669516444,True,7.897237380349913,7.646081441441439,7.183658501325295e-06,True,True,3.995035223256959,0.013362967478807669,3.8331138321413842,48,0.0218351658803572,True,7.897237380349913,1.8740970885247683
s__GGB35331_SGB62019,1.3782345185260981e-08,14.471558208086384,5.1564092361636034e-18,83.61067628322061,5.463941369018485,209,0.1747669484096552,2.4497146457814973e-08,True,1.8504329347498505e-17,True,7.860676877177334,7.610884501341609,7.814589720042976e-06,True,True,3.5394542898171557,0.022117946840950056,5.324621653314866,48,0.032743801197960005,True,7.860676877177334,1.655255190072163
s__Qipengyuania_aerophila,1.6814297637570666e-08,14.307480096370476,2.6707259712139662e-20,94.2540051111107,2.5685361271399576,209,0.1731285003449386,2.9792833626570524e-08,True,1.3374125992836078e-19,True,7.774321269205613,7.525888188632612,9.533706760502568e-06,True,True,2.3676913224806615,0.08363480693944436,3.159518215616298,48,0.1028653699233513,False,7.774321269205613,1.0776129412723565
s__GGB65286_SGB88265,1.7834379579353755e-08,14.258933434750832,3.3088406586021315e-08,37.676740986672826,6.590850581819925,209,0.1726424760176319,3.150184804203607e-08,True,4.3834407790360006e-08,True,7.748741994256649,7.501663967768615,1.011209322149358e-05,True,True,5.4744217150360805,0.0027604211788034945,6.3847370880753145,48,0.006942280185362117,True,7.748741994256649,2.559024649211914
s__Oliverpabstia_intestinalis,1.8146023329199967e-08,14.244659480814766,1.252570986349768e-06,30.20009797155764,5.693191436450459,209,0.1724994637841842,3.1952780210112985e-08,True,1.501496298647608e-06,True,7.741218535113303,7.495491347916227,1.028879522765638e-05,True,True,4.8684798382948165,0.005208135347267417,4.77044351469576,48,0.010147810109624143,True,7.741218535113303,2.283317737994475
s__Candidatus_Cloacimonas_acidaminovorans,1.832526991012904e-08,14.236561200232767,3.403344580768707e-12,56.428461574904674,5.989350166109972,209,0.1724183042821419,3.2168507860814756e-08,True,5.658933657759111e-12,True,7.736949619981984,7.492569083420181,1.0390428039043163e-05,True,True,5.453352024903903,0.002821302224729281,5.711643177345868,48,0.007016133164129397,True,7.736949619981984,2.549550388675609
s__Mycolicibacterium_SGB15729,1.9246972155703712e-08,14.196141902144396,2.5447637443013664e-19,89.69694780649488,2.5685361271399576,209,0.1720129912572345,3.368220127248149e-08,True,1.0767768977752797e-18,True,7.715637581973532,7.472599533287237,1.0913033212284004e-05,True,True,2.9323964283987753,0.04381774185389979,3.6030070209592076,48,0.057377966815614745,False,7.715637581973532,1.3583500075525934
s__Flavobacterium_sp_9R,2.0160827340629005e-08,14.15795006848608,0.016556044864644,10.250036410640185,3.2132608343679605,209,0.1716296496385194,3.517288954503583e-08,True,0.0177118442231191,True,7.695491649701848,7.453791951787815,1.1431189102136644e-05,True,True,1.3781373220695423,0.26193024641364326,2.879234687233863,48,0.28893861812555593,False,7.695491649701848,0.5818143484931267
s__Thioploca_ingrica,2.038371473602421e-08,14.148900114022473,2.3411320762362248e-20,94.52019886402384,2.5685361271399576,209,0.1715387608054165,3.545265722492556e-08,True,1.2067471702053997e-19,True,7.690716667123269,7.450351208298301,1.155756625532573e-05,True,True,8.39530311848977,0.00015950022133840084,2.4450574282014643,48,0.000766412080498926,True,7.690716667123269,3.7972387099360825
s__Eubacterium_siraeum,2.2515645667480264e-08,14.067061107028984,1.7374746885096377e-07,34.27001049376643,5.669250743519952,209,0.1707159438078915,3.9040890194071286e-08,True,2.2088523506389338e-07,True,7.64751559452369,7.40848028829107,1.276637109346131e-05,True,True,5.5682328557084775,0.002505474318680037,4.804445786922902,48,0.006486775975760644,True,7.64751559452369,2.6011100444532183
s__Pseudomonas_chengduensis,2.29578509861647e-08,14.051067928782418,0.0060348803398935,12.434087670662276,4.199879245539117,209,0.1705549559567385,3.9686285088888376e-08,True,0.0065176707670849,True,7.639068767342476,7.401359552161248,1.3017101509155386e-05,True,True,1.828743444887252,0.1558539109866454,3.402744374091052,48,0.17840257701910936,False,7.639068767342476,0.8072822950964295
s__Kurthia_huakuii,2.841915528883276e-08,13.87576556240635,5.805841819304474e-19,88.02893187096859,2.5685361271399576,209,0.1687862505341905,4.8977693157350076e-08,True,2.3346895826564802e-18,True,7.54638883488324,7.310001673940308,1.6113661048768174e-05,True,True,2.5975146690942927,0.06422361915239107,2.7570095437568716,48,0.08003251002067195,False,7.54638883488324,1.1923052245617138
s__GGB46510_SGB64371,2.9270363382175128e-08,13.851548074104183,2.394567342983964e-18,85.16272348016578,5.58432238625018,209,0.1685413160777603,5.0291806174828185e-08,True,8.991521082595415e-18,True,7.533571885906015,7.298502766890995,1.6596296037693296e-05,True,True,4.286498905641994,0.009723249444698644,7.564300308404306,48,0.01722838260982541,True,7.533571885906015,2.0121885725154787
s__Acinetobacter_sp_ANC_4862,3.444306332292672e-08,13.718122023886783,4.1120241496171064e-19,88.72655110860289,2.824973139847054,209,0.1671892590346315,5.900065529939412e-08,True,1.6895055745165938e-18,True,7.462898229893172,7.229143164775984,1.952921690409945e-05,True,True,3.773789831049882,0.017050295737227036,4.332907839922545,48,0.02653941729554375,True,7.462898229893172,1.7682680837722506
s__Nitrospira_sp_SCGC_AG_212_E16,3.624491737029413e-08,13.6763520536217,4.478988188750367e-10,46.48210995417551,5.622319821630795,209,0.1667650837713998,6.19002052679421e-08,True,6.562238509099375e-10,True,7.440752885997722,7.208307910808852,2.055086814895677e-05,True,True,8.473868209601632,0.0001483929815931048,7.56867428111579,48,0.000766412080498926,True,7.440752885997722,3.828586638999483
s__Leclercia_adecarboxylata,3.7894040390989927e-08,13.639919030913482,2.417871895329928e-12,57.1240444292307,4.020876781271358,209,0.1663947524041711,6.452228499006392e-08,True,4.068051527157474e-12,True,7.421429086306921,7.190290260920334,2.1485920901691287e-05,True,True,5.335060488443216,0.0031900032958268572,3.165510764308197,48,0.0075504251436488284,True,7.421429086306921,2.496208868241039
s__Bifidobacterium_adolescentis,3.9210262206413786e-08,13.61197028819604,0.0055580922533377,12.610969754524856,4.339051204521896,209,0.1661104381413235,6.656352895519946e-08,True,0.0060141952435926,True,7.406600253481026,7.176763661399684,2.223221867103661e-05,True,True,1.4476810532827928,0.24185649778660676,3.2253386341797587,48,0.2704785685305839,False,7.406600253481026,0.6164422402376518
s__GGB50122_SGB113622,4.240929538946509e-08,13.547804154327467,2.884235169430328e-18,84.78627976868336,3.457781647841156,209,0.1654569607850046,7.17793148830648e-08,True,1.0619229487448024e-17,True,7.372538943079297,7.144000691223236,2.4046070485826705e-05,True,True,2.7136724375617622,0.05622656928470773,2.4450574282014643,48,0.07116175175095822,False,7.372538943079297,1.250058414555234
s__GGB54104_SGB124825,5.283853188214103e-08,13.368147443692434,2.0395049387747966e-20,94.7989381962612,2.5685361271399576,209,0.1636218501372809,8.916502255111299e-08,True,1.0609167892525776e-19,True,7.277049257755895,7.049805476252833,2.995944757717396e-05,True,True,8.39530311848977,0.00015950022133840084,2.4450574282014643,48,0.000766412080498926,True,7.277049257755895,3.7972387099360825
s__GGB75193_SGB103433,5.8548072048198146e-08,13.284423687770396,2.688977712845349e-20,94.2402405601322,4.579204040139972,209,0.1627638907589124,9.850669688821469e-08,True,1.3374125992836078e-19,True,7.232487401404849,7.006534243383281,3.3196756851328346e-05,True,True,8.772204505374889,0.00011304447305393988,4.433630141006001,48,0.0006540916464888701,True,7.232487401404849,3.9467506662319587
s__GGB43787_SGB61137,6.292358162511397e-08,13.225659025814451,5.744988349716218e-14,64.72449789629819,4.857460357757677,209,0.1621606476889124,1.0555523899834209e-07,True,1.107962038873842e-13,True,7.201186565200797,6.976520206585545,3.567767078143962e-05,True,True,3.9893296368052606,0.013446871940430065,5.090613634863389,48,0.021909127558114503,True,7.201186565200797,1.8713787310524648
s__GGB56727_SGB78161,7.124275825263514e-08,13.124500085679776,3.798587091097715e-21,98.1947509124347,3.221624900932175,209,0.1611201714409506,1.1915824167918618e-07,True,2.1755544249014187e-20,True,7.147259274628364,6.92387591393854,4.0394643929244114e-05,True,True,2.329695382716435,0.0873767031016886,3.082305185228556,48,0.10677282469538242,False,7.147259274628364,1.0586043461194294
s__Gemmiger_formicilis,7.146129732919185e-08,13.122006255174234,0.0383105962848355,8.406857663924201,4.427998433236996,209,0.1610944883596754,1.1917222231074055e-07,True,0.040300757130801,True,7.145929103753577,6.923824961902926,4.051855558565178e-05,True,True,1.3516533742701726,0.26998933816488707,2.8487798540145493,48,0.29610049272628813,False,7.145929103753577,0.5686533857209449
s__Alistipes_finegoldii,7.427090660637206e-08,13.090612675884843,4.201617087669039e-07,32.452449293642964,4.571662894794718,209,0.1607710423958431,1.2349444001704676e-07,True,5.178949758061621e-07,True,7.12918127472798,6.908352594827571,4.211160404581295e-05,True,True,4.048144010078013,0.012607459396808548,4.032913790224618,48,0.020840902268193722,True,7.12918127472798,1.8993724218418722
s__Enterococcus_aquimarinus,7.62586925292892e-08,13.06911709729919,0.0022001726857825,14.59250209966858,4.082980808656404,209,0.1605494309834826,1.2642888498276897e-07,True,0.0024082971290322,True,7.1177106450652685,6.8981536922284965,4.3238678664106976e-05,True,True,1.4253627459316867,0.24813087790108868,2.959292452378428,48,0.2758631524900339,False,7.1177106450652685,0.6053191878937279
s__GGB46513_SGB64374,8.785294780542742e-08,12.954012441227354,8.821948553461824e-21,96.49238377745358,4.222061644846871,209,0.1593607506530417,1.4522630147427798e-07,True,4.631522990567459e-20,True,7.056243661668373,6.837954722818237,4.981262140567734e-05,True,True,2.8684398854589723,0.04712483902370171,4.082741929143252,48,0.06128390762944695,False,7.056243661668373,1.3267501203137364
s__Dechloromonas_sp_H13,8.840815181005825e-08,12.948892211765951,2.3115282356826213e-15,71.24376375090006,4.998420923849579,209,0.1593077960762932,1.457192502218111e-07,True,5.002429426076513e-15,True,7.053507688347763,6.836483072026387,5.012742207630302e-05,True,True,5.268499322842898,0.003419148750011306,4.102685308250618,48,0.007863431037557512,True,7.053507688347763,2.4660820048179612
s__Ruminococcus_gnavus,9.18194979131679e-08,12.918126530733916,3.978959294408335e-08,37.2983007554733,5.428240179170819,209,0.1589894698796278,1.5090334874424984e-07,True,5.2589042422599675e-08,True,7.037065086370006,6.821301122550374,5.20616553167662e-05,True,True,3.6762214518509926,0.018996451981544944,3.8945210696070895,48,0.028827820718831894,True,7.037065086370006,1.7213275058221904
s__Rhodocyclaceae_bacterium,1.0383813571994477e-07,12.818237219801611,8.512260654339145e-23,105.86511352709364,3.5245651476064737,209,0.1579542716478758,1.7016249408441817e-07,True,6.109432646848475e-22,True,6.983643117672065,6.769136157571935,5.8876222953208674e-05,True,True,5.42634282508996,0.0029013924223748456,3.72894851566486,48,0.007121599582192803,True,6.983643117672065,2.5373935275413317
s__GGB92736_SGB128655,1.0569489435319146e-07,12.80385359617418,1.2184868638908459e-11,53.832108472325,5.369535711641806,209,0.1578049976923434,1.727060665655895e-07,True,1.957172951348753e-11,True,6.975945991006574,6.7626924069045415,5.992900509825956e-05,True,True,5.1756622353221955,0.0037676719758486486,5.36912012712157,48,0.007863431037557512,True,6.975945991006574,2.4239269151360943
s__Brotolimicola_acetigignens,1.1229101537891017e-07,12.754739891415392,3.8396886272294566e-07,32.63798486093544,4.995270472419687,209,0.157294894109317,1.8295691298805198e-07,True,4.743144774812857e-07,True,6.949654991089026,6.7376511761427,6.366900571984207e-05,True,True,3.6184049309313706,0.020256533141125632,3.8793664091290574,48,0.03038479971168845,True,6.949654991089026,1.693434881113672
s__Blautia_wexlerae,1.2072005610112298e-07,12.696050913104015,0.4154528592958636,2.8492726520006264,4.201397595948637,209,0.1566845290899792,1.961268533218817e-07,True,0.425970653202088,False,6.918220571406734,6.707462939473007,6.844827180933671e-05,True,True,1.3324700028699503,0.27597490277137177,3.319856970303465,48,0.30208063681731234,False,6.918220571406733,0.5591304109909234
s__Dialister_invisus,1.2155233070650249e-07,12.690481823711496,0.8213891075034158,0.9167283661229064,3.4930849998864675,209,0.1566265646602065,1.963537649874271e-07,True,0.8257581985007744,False,6.915236709356487,6.706960766929404,6.892017151058691e-05,True,True,1.074089962553279,0.36987210654579206,2.7800608174821115,48,0.38836571187308166,False,6.915236709356487,0.4319484192388436
s__Blautia_massiliensis,1.21229159421869e-07,12.692639714559364,9.474392497860804e-05,21.22038762550209,5.342518681562298,209,0.1566490254557883,1.963537649874271e-07,True,0.000107011564667,True,6.916392906136126,6.706960766929404,6.873693339219973e-05,True,True,2.9364148593149957,0.043618068404122974,4.384002537903247,48,0.0572487147804114,False,6.916392906136126,1.3603335707611017
s__GGB41952_SGB59058,1.270166527256946e-07,12.65484608941066,7.244178053298017e-13,59.57523736991244,4.821960813829841,209,0.1562554706083047,2.0459784686212738e-07,True,1.2876015536739734e-12,True,6.89613933642386,6.689098941009084,7.201844209546884e-05,True,True,4.874630718242503,0.005174278513420637,4.626779417494818,48,0.010116606610722417,True,6.89613933642386,2.286150198428459
s__GGB42087_SGB59228,1.276893284004988e-07,12.650566485660187,2.8745093119861473e-14,66.13024760716951,3.753781713987282,209,0.1562108828289993,2.0509872295490887e-07,True,5.738897112310371e-14,True,6.893845397258429,6.6880370437533445,7.239984920308282e-05,True,True,4.349618665991469,0.009080451572478172,3.2381322316324033,48,0.016293088739225074,True,6.893845397258429,2.0418925533997365
s__Flavobacterium_franklandianum,1.2982215642636837e-07,12.637146098360946,2.3276348951567796e-21,99.18413192922382,3.924789372765389,209,0.1560710296771985,2.0793548783545447e-07,True,1.3605865830452516e-20,True,6.886651181244841,6.682071384377722,7.360916269375087e-05,True,True,6.768666210881193,0.0007486433849731663,3.753982212641716,48,0.0024118227231805984,True,6.886651181244841,3.125725008495339
s__GGB43468_SGB60787,1.37382234060514e-07,12.591304443134495,2.5736794335895414e-20,94.32880967705265,5.44840643609281,209,0.1555929663585832,2.1942458228820125e-07,True,1.3146632782389821e-19,True,6.862069425561386,6.658714719723574,7.789572671231143e-05,True,True,3.8330411288831647,0.015970043910041153,4.766296829564872,48,0.0252933377010987,True,6.862069425561386,1.7966938897561722
s__GGB46516_SGB64377,1.4523343066145098e-07,12.546315320410253,1.8487754350559595e-21,99.64937866418076,5.79666257994266,209,0.1551232668445765,2.313127954636031e-07,True,1.1394083387790534e-20,True,6.8379334037415616,6.63580034282153,8.234735518504269e-05,True,True,6.419164419266592,0.0010577498383371189,6.539565909893565,48,0.0032244309588018625,True,6.837933403741561,2.9756170323727513
s__Aeromonas_salmonicida,1.6159496170742257e-07,12.45995789713748,0.6152854763104698,1.7983894312784745,3.061480110096489,209,0.1542202045166624,2.566508215353182e-07,True,0.6240909929660758,False,6.791572184011774,6.5906573412310605,9.16243432881086e-05,True,True,0.14974926411501535,0.9293035136113419,1.0856913336240719,48,0.9309453926106552,False,6.791572184011774,0.03184242081932617
s__GGB35206_SGB49924,1.698328896102276e-07,12.419761080817986,1.333828363475106e-15,72.3585863449265,3.7995656851971145,209,0.1537991970576614,2.6898114080726e-07,True,2.942726389456752e-15,True,6.769978201058756,6.5702781688097245,9.629524840899906e-05,True,True,4.460870404899705,0.008052460084734033,3.283472181340118,48,0.014872133120665135,True,6.769978201058756,2.094071419258686
s__GGB47559_SGB65524,1.938599633091017e-07,12.312870266068524,1.1342964885376628e-13,63.34302759147429,4.335547397357114,209,0.1526776179971334,3.061799420508654e-07,True,2.1156122006607066e-13,True,6.712511873795433,6.514023263480845,0.0001099185991962,True,True,5.678421013051487,0.002236977107704957,4.7853952744301544,48,0.005954770047270942,True,6.712511873795433,2.650338460270061
s__Rivicola_pingtungensis,2.001395239593101e-07,12.287135950814394,1.4688301087998496e-05,25.103728994086463,3.511095848099383,209,0.1524071499448639,3.152197502359134e-07,True,1.706612032150645e-05,True,6.6986671375385685,6.501386579412949,0.0001134791100849,True,True,2.7690233044259798,0.0527811002183265,2.8581517751537313,48,0.06755504249162783,False,6.6986671375385685,1.2775215611836461
s__GGB75623_SGB102995,2.132756264164005e-07,12.235838583793004,3.726132717446193e-23,107.5327313067804,3.414959509191492,209,0.1518674983575458,3.34978615451798e-07,True,2.7798911194631465e-22,True,6.671058773794332,6.474982916807083,0.000120927280178,True,True,4.006417840159801,0.013197191687577709,3.5921764372976823,48,0.021689297643062495,True,6.671058773794332,1.879518475184004
