species,f_statistic,p_value,effect_size,n_samples,p_adjusted,significant
s__GGB33037_SGB127733,13.277982127955223,1.2305891118630427e-07,11.383506192496029,60,6.129807397553373e-07,True
s__Polymorphobacter_arshaanensis,13.25045812693672,1.264312629463052e-07,8.171337466381507,60,6.129807397553373e-07,True
s__Flavobacterium_sp_HXWNR29,13.236444066915436,1.2818493158251083e-07,8.257668885823444,60,6.129807397553373e-07,True
s__Bacteroides_graminisolvens,13.235493466222227,1.2830479433229841e-07,9.501260445031896,60,6.129807397553373e-07,True
s__GGB53648_SGB74779,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Nitrososphaera_sp_AFS,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB49317_SGB56530,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB66014_SGB133091,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Streptomyces_antimycoticus,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Thioploca_ingrica,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB90602_SGB127229,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB91756_SGB134018,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Flavobacterium_difficile,13.115895064270811,1.443503566256334e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Flavobacterium_tructae,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB63474_SGB85783,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB64314_SGB86769,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB92602_SGB133320,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Cuspidothrix_issatschenkoi,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Malikia_granosa,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB53647_SGB74778,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB6264_SGB8922,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Haematospirillum_sp_H1815,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Gloeocapsopsis_crepidinum,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB93874_SGB128178,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB23698_SGB35400,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB66002_SGB89410,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB7511_SGB10952,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB66002_SGB89409,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB73317_SGB83926,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Comamonas_badia,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB92434_SGB133094,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB90602_SGB127226,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Priestia_megaterium,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB63428_SGB85736,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB74567_SGB78399,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Synechococcus_sp_CBW1004,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Achromobacter_sp_JUb104,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Chryseobacterium_candidae,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Candidatus_Nitrosocosmicus_oleophilus,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Terrabacter_SGB130247,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Qipengyuania_aerophila,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB43953_SGB61318,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Pseudomonas_mandelii,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Bacillus_infantis,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB90062_SGB126913,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Rickettsia_akari,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB32810_SGB52752,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB44306_SGB61712,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Sandarakinorhabdus_limnophila,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Staphylococcus_aureus,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Anabaenopsis_elenkinii,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Phormidium_sp_FACHB_1136,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__Sphaerospermopsis_aphanizomenoides,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB49350_SGB69252,13.115895064270807,1.4435035662563499e-07,2.323064433029436,60,6.129807397553373e-07,True
s__GGB45985_SGB63721,12.968887931064597,1.669594315971279e-07,7.734166105481556,60,7.040317290424344e-07,True
s__GGB33037_SGB24024,12.958246848876948,1.6873208407682662e-07,9.963678175651856,60,7.065656020717115e-07,True
s__GGB46599_SGB103509,12.914878750090422,1.7616048470181547e-07,7.764926355481784,60,7.325846363806533e-07,True
s__GGB89133_SGB125080,12.875006362707442,1.8328882903148176e-07,10.014862433094281,60,7.570079719587911e-07,True
s__Actinobacteria_bacterium_IMCC25003,12.829692333514428,1.9175365449390814e-07,7.01608374143637,60,7.865813174137864e-07,True
s__GGB61782_SGB83906,12.745730401826568,2.0852413628092084e-07,7.073589749665972,60,8.495949606580762e-07,True
s__Ruminococcus_bicirculans,12.47089456605914,2.748509947134031e-07,8.081004893326199,60,1.112316441692497e-06,True
s__Polynucleobacter_sp_MG_6_Vaara_E2,12.437000206477034,2.844260544278225e-07,7.421374965725679,60,1.1433927387998465e-06,True
s__GGB46599_SGB64468,12.355516444150613,3.088838911379077e-07,8.136192198800885,60,1.2334899758685983e-06,True
s__GGB63067_SGB85311,11.784401614219192,5.543963609629518e-07,9.237906311719728,60,2.1993487214517103e-06,True
s__GGB68788_SGB92796,11.709347454481492,5.992249339253914e-07,8.678296952973533,60,2.3616512101765424e-06,True
s__Ruminococcus_bromii,11.413363610473395,8.159352167878809e-07,9.706055329533948,60,3.194863218981118e-06,True
s__GGB75334_SGB102785,11.4035906194779,8.2434085578114e-07,9.442624449325667,60,3.206951845393725e-06,True
s__Faecalibacillus_intestinalis,11.351355310255437,8.70811841002826e-07,8.151280793006613,60,3.3660226931070773e-06,True
s__Nitrospira_sp_SCGC_AG_212_E16,11.225770604575523,9.939662162173613e-07,8.987080021219692,60,3.817589989675598e-06,True
s__Alphaproteobacteria_unclassified_SGB64958,11.105754643490243,1.1285408347269923e-06,8.357542958654014,60,4.30702609709099e-06,True
s__GGB44499_SGB61930,10.992867844717553,1.2723541288887217e-06,8.089480191839543,60,4.825343017106284e-06,True
s__Nitrosomonas_sp_PY1,10.92586234053535,1.366561059225502e-06,3.671480092321288,60,5.150226991956111e-06,True
s__Candidatus_Nitrospira_nitrificans,10.806236646712094,1.5531061126416795e-06,7.572257419279798,60,5.816912956043061e-06,True
s__Eubacterium_siraeum,10.702357319517043,1.7364284840394747e-06,7.480395821632101,60,6.4633726905913786e-06,True
s__GGB41799_SGB83534,10.69303518071392,1.7539386528329096e-06,4.693798485418016,60,6.488496979498432e-06,True
s__Limnohabitans_sp_103DPR2,10.614594156540594,1.9087099428555155e-06,8.310006373700242,60,7.018000582572413e-06,True
s__GGB32963_SGB54433,10.50028286900035,2.15998468251095e-06,10.442273419895772,60,7.893762203358199e-06,True
s__GGB75267_SGB103593,10.479720539811478,2.208697864885784e-06,7.424964966847648,60,8.023161521241732e-06,True
s__Lachnospira_pectinoschiza,10.406298139872872,2.392111374735063e-06,8.099356739172816,60,8.637384185420617e-06,True
s__GGB41158_SGB46801,10.365952594388279,2.499534220555529e-06,7.925033366021674,60,8.971542470208238e-06,True
s__Bosea_sp_47_2_35,10.313618968331111,2.646355007930567e-06,7.571763592002016,60,9.442319939539241e-06,True
s__Flavobacterium_sp_123,10.305574069610405,2.669703536560491e-06,6.099526436377347,60,9.469595485564566e-06,True
s__Emticicia_aquatica,10.242914662547257,2.8590095731996655e-06,6.469987390034667,60,1.00817706002304e-05,True
s__GGB46516_SGB64377,10.191030364055068,3.0262478740652022e-06,7.168280678607264,60,1.0609462023612307e-05,True
s__Alistipes_onderdonkii,10.14504254111952,3.1829336823754715e-06,9.519106991721921,60,1.1094271736834735e-05,True
s__Dorea_longicatena,10.13447102357962,3.220123439064e-06,8.42765423414583,60,1.1159393297445932e-05,True
s__Polynucleobacter_sp_AP_Latsch_80_C2,10.085130188119718,3.399736865392658e-06,6.062305528137555,60,1.1714521884752986e-05,True
s__Bacteroides_fragilis,10.068262071940216,3.4634913182235083e-06,8.094612461957931,60,1.1866393550504407e-05,True
s__GGB32963_SGB71265,9.901758816423648,4.163270602874193e-06,10.15177878835201,60,1.4183345613181574e-05,True
s__Acidovorax_sp_1608163,9.8547567085791,4.386174988829732e-06,6.843574256915174,60,1.4858783810473756e-05,True
s__Coprococcus_eutactus,9.796812040493785,4.6780614093245985e-06,7.480586313172674,60,1.5759056032529236e-05,True
s__GGB63514_SGB85828,9.778086306438789,4.7766250293000675e-06,7.866970081303174,60,1.6001693848155226e-05,True
s__GGB41936_SGB59041,9.736422216008886,5.003704647186923e-06,8.289152881027736,60,1.666980056493765e-05,True
s__GGB26945_SGB39146,9.711351016421233,5.145700222656617e-06,7.417865865815301,60,1.7041543826074683e-05,True
s__Acidovorax_temperans,9.706818607269843,5.171811807913213e-06,9.188088493635926,60,1.7041543826074683e-05,True
s__Aquirufa_nivalisilvae,9.682254461818946,5.3157303587788925e-06,6.694361744139424,60,1.735524417673168e-05,True
s__Aeromonas_caviae,9.68076694562345,5.324577400821493e-06,9.320245615602875,60,1.735524417673168e-05,True
s__Sphaerochaeta_globosa,9.638744791930284,5.580897250599677e-06,7.125753160523873,60,1.8092908828557013e-05,True
s__Blautia_faecis,9.521318837710936,6.366995981595443e-06,8.233619246894825,60,2.0531008432631296e-05,True
s__Candidatus_Megaira_endosymbiont_of_Carteria_cerasiformis,9.471870103326037,6.731486430721936e-06,9.410247218121292,60,2.1590884668751743e-05,True
s__Ruthenibacterium_lactatiformans,9.393572385302647,7.353347619221944e-06,7.213496745534414,60,2.3460680499422395e-05,True
s__Zoogloea_oleivorans,9.36575703044414,7.588309799689072e-06,4.919498500773632,60,2.4082898995855315e-05,True
s__GGB75173_SGB103644,9.342392994458466,7.791663058545185e-06,5.203505984518067,60,2.4598810598443698e-05,True
s__GGB75380_SGB103363,9.331059319204712,7.892328651246739e-06,5.723832083156765,60,2.4786844670321788e-05,True
s__Limnohabitans_sp_JirII_29,9.297197804429072,8.201170951476262e-06,6.757277391091824,60,2.562334758414604e-05,True
s__Clostridium_leptum,9.194550600131429,9.216006253423887e-06,7.008319153211252,60,2.864562768461136e-05,True
s__Thermomonas_sp_IMCC34681,9.180517201327385,9.364510998166094e-06,2.9884785378950385,60,2.8957949394329e-05,True
s__GGB69468_SGB93649,9.163400085330471,9.549002408137417e-06,3.29942131210091,60,2.937779822503501e-05,True
s__GGB75341_SGB102802,9.030469301463059,1.1115964470907684e-05,5.867318904804221,60,3.402500799978342e-05,True
s__Candidatus_Methylopumilus_SGB80876,9.023834384435368,1.1200815350437836e-05,6.192864340501443,60,3.4111574021787953e-05,True
s__Polynucleobacter_sinensis,8.982833141796313,1.1740223651275418e-05,6.093622671109201,60,3.557464754632702e-05,True
s__Mycolicibacterium_SGB15729,8.968832205139872,1.1930508630298242e-05,2.323064433029436,60,3.59704835203492e-05,True
s__Eubacterium_rectale,8.928705922756576,1.2493716036591274e-05,9.063879551160642,60,3.7481148109773824e-05,True
s__Anaerostipes_hadrus,8.905475891903091,1.283225860575861e-05,8.196347112522274,60,3.8306197719170506e-05,True
s__Phocaeicola_paurosaccharolyticus,8.888244360130999,1.3089496129294516e-05,6.683090064528574,60,3.888160672888962e-05,True
s__Limnohabitans_sp_Jir72,8.797638564489535,1.4532526679870695e-05,5.732646269084176,60,4.2956439156676614e-05,True
s__Pseudomonas_chengduensis,8.772570565700244,1.4960116712625308e-05,7.108962505206836,60,4.40046359888442e-05,True
s__GGB24172_SGB35979,8.747374449056043,1.540300440705445e-05,5.221736234727628,60,4.508743523035842e-05,True
s__Roseburia_faecis,8.734264099140333,1.563878993236038e-05,8.889080504738027,60,4.555647502035415e-05,True
s__Candidatus_Saccharimonas_aalborgensis,8.615287013694854,1.7956850615768342e-05,7.043313122064715,60,5.205760058321303e-05,True
s__GGB44369_SGB61784,8.609537720728829,1.8077476824178262e-05,3.3500268469867738,60,5.215654796640905e-05,True
s__Oliverpabstia_intestinalis,8.580983732930346,1.8689093830257956e-05,7.082223653681603,60,5.366439799831213e-05,True
s__Polynucleobacter_sp_AP_Titi_500A_B4,8.43770325885137,2.2097326363702036e-05,6.913336294207289,60,6.315017913418165e-05,True
s__GGB45217_SGB62738,8.416879624553305,2.264365920932707e-05,3.3688255864869316,60,6.44062570906803e-05,True
s__Methanocorpusculum_bavaricum,8.390309202413857,2.3361091221651454e-05,7.990667563405838,60,6.613492021904143e-05,True
s__Phycicoccus_elongatus,8.292540894939776,2.6209507774245095e-05,6.178115826585535,60,7.38520242423822e-05,True
s__Ferribacterium_limneticum,8.276664997927668,2.6704860370996907e-05,5.4599266253436065,60,7.489781769167969e-05,True
s__Leptothrix_cholodnii,8.257520445556725,2.731508647625781e-05,3.1815287927108495,60,7.625461641288638e-05,True
s__GGB67335_SGB91088,8.229581869875467,2.823157910232698e-05,6.429370839380748,60,7.844996404932336e-05,True
s__Flavobacterium_celericrescens,8.219849081527148,2.8558261971748304e-05,2.9722342370757877,60,7.899372462827627e-05,True
s__Brotolimicola_acetigignens,8.181833338130437,2.9872138172746815e-05,7.069376457275103,60,8.195783629626199e-05,True
s__Duganella_fentianensis,8.180998041851641,2.9901698151206697e-05,3.8588297158511256,60,8.195783629626199e-05,True
s__GGB46437_SGB64294,8.158081197625112,3.072458795094992e-05,5.865375318199766,60,8.35190938084445e-05,True
s__GGB62809_SGB85028,8.157429633790091,3.0748323093656184e-05,3.5395596869083494,60,8.35190938084445e-05,True
s__Candidatus_Bandiella_numerosa,8.142780153613506,3.128700255393692e-05,2.8414177998057153,60,8.46011773095245e-05,True
s__Lachnospira_eligens,8.129285527505198,3.17918411230326e-05,7.985354541282303,60,8.55825008803065e-05,True
s__GGB47408_SGB102670,8.014640512763322,3.643526364483628e-05,5.564931800276616,60,9.764650656816124e-05,True
s__Brachymonas_denitrificans,7.988738100589517,3.7578140338096455e-05,5.520314083076325,60,0.00010026379922067328,True
s__GGB24643_SGB36506,7.977012927733191,3.8107592934436785e-05,7.510588814376987,60,0.00010118282515869081,True
s__Microcystis_aeruginosa,7.973708704795471,3.8258182647067174e-05,2.858819848705073,60,0.00010118282515869081,True
s__Citrobacter_freundii,7.877012916953135,4.294833922399518e-05,7.1947947115411495,60,0.00011286418979778263,True
s__GGB46504_SGB64365,7.875052197573053,4.304935929268657e-05,5.9625492586578615,60,0.00011286418979778263,True
s__GGB40645_SGB64801,7.856575301868938,4.4013459724903e-05,7.833466735696344,60,0.00011489227798318836,True
s__GGB75170_SGB103651,7.834794189201195,4.5178659415348667e-05,6.519262948456833,60,0.00011730509039083984,True
s__Rhodoferax_bucti,7.8320658489302595,4.532684255566448e-05,5.483929477500606,60,0.00011730509039083984,True
s__Nitrospira_lenta,7.6892748760723615,5.382641892638213e-05,7.189520644294824,60,0.0001387065410795232,True
s__GGB73686_SGB62915,7.6554513467702385,5.607079369185461e-05,7.821965584341118,60,0.000143875270622078,True
s__GGB96171_SGB133887,7.635314135948474,5.7452673621284293e-05,7.973371456202397,60,0.00014679644997302725,True
s__GGB46317_SGB64092,7.604389847728233,5.964361700953549e-05,7.315381467428949,60,0.00015175148125210928,True
s__GGB92736_SGB128655,7.5891457375332,6.075519961774911e-05,7.446388631176893,60,0.00015393019062816265,True
s__GGB75661_SGB103104,7.583487845168725,6.11731883168621e-05,7.441555837422049,60,0.00015434072198773158,True
s__Dolichospermum_circinale,7.577408778170987,6.162560138874297e-05,2.934820406131328,60,0.00015451172171799353,True
s__GGB75623_SGB102995,7.575699344584754,6.175344101830256e-05,3.45979190790559,60,0.00015451172171799353,True
s__GGB3433_SGB4573,7.545232100717294,6.407841897954055e-05,6.618315962252195,60,0.00015966647373827665,True
s__Jeotgalibaca_porci,7.538384484172693,6.461328856645952e-05,6.460561904714758,60,0.00015976672049634275,True
s__Sarcina_sp_DSM_11001,7.537935022973462,6.464855688409226e-05,7.012215433511605,60,0.00015976672049634275,True
s__GGB44582_SGB62026,7.524511864697528,6.571105414952756e-05,3.465867263561851,60,0.00016172965572312296,True
s__GGB46263_SGB80728,7.501998756327993,6.753370082778802e-05,6.862737351616993,60,0.00016553992519982184,True
s__GGB9758_SGB15368,7.483695795357933,6.905391363601402e-05,6.169790374313325,60,0.00016848092567452253,True
s__Ruminococcus_torques,7.480863202682789,6.929232100710047e-05,7.476664334169046,60,0.00016848092567452253,True
s__Haliscomenobacter_hydrossis,7.4706083044290486,7.016256076997445e-05,7.000068892071845,60,0.0001699117435513839,True
s__Flavobacterium_franklandianum,7.461882293792277,7.091193785819227e-05,5.392726754090145,60,0.00017103959411395974,True
s__GGB73596_SGB126134,7.4530335097104325,7.168029718525648e-05,7.645823183944701,60,0.00017213295854717279,True
s__GGB32215_SGB37143,7.450108565251192,7.193616178090803e-05,6.5579153721721735,60,0.00017213295854717279,True
s__GGB25207_SGB41980,7.440237861206059,7.280659798047268e-05,6.719395697018321,60,0.00017297477293056935,True
s__GGB28494_SGB41084,7.439617350219126,7.286167881320833e-05,6.069455077807149,60,0.00017297477293056935,True
s__Acetoanaerobium_noterae,7.435716199436968,7.320895835662081e-05,6.963935182209387,60,0.00017311765446683273,True
s__Limnohabitans_SGB60293,7.431853448222842,7.355450287160518e-05,4.8862267892285205,60,0.00017325533293585126,True
s__GGB54260_SGB75478,7.4252978349483545,7.414479612476456e-05,5.380563151349814,60,0.0001739661947985721,True
s__GGB27181_SGB39400,7.4184872343304935,7.476322906146476e-05,6.169052383761599,60,0.0001747217208738207,True
s__GGB25206_SGB37138,7.415389115121881,7.504631128742879e-05,6.517356169080951,60,0.0001747217208738207,True
s__GGB43468_SGB60787,7.403885060962243,7.610717888277339e-05,7.603955881899101,60,0.00017642473456419553,True
s__GGB47282_SGB65238,7.400511770402562,7.64211783915485e-05,6.4458208442119185,60,0.00017642473456419553,True
s__GGB25251_SGB37187,7.398003516963752,7.665552314397882e-05,6.187653329155674,60,0.00017642473456419553,True
s__GGB30069_SGB42979,7.377838106199843,7.856672356135701e-05,6.043685813505982,60,0.00018013587189162842,True
s__GGB28528_SGB41128,7.364860913369787,7.982259574725999e-05,6.084906335743131,60,0.00018232206528635521,True
s__GGB25206_SGB41973,7.350916035891292,8.119522767214028e-05,6.40439335830388,60,0.00018450527789566238,True
s__GGB43987_SGB61359,7.3489531333031035,8.13903879274398e-05,5.992905496824692,60,0.00018450527789566238,True
s__GGB46505_SGB103527,7.331293314154471,8.316812145521814e-05,4.495642250051217,60,0.00018782912823032413,True
s__GGB44257_SGB103370,7.327424298630778,8.356291992593604e-05,6.443325053606423,60,0.0001880165698333561,True
s__GGB45969_SGB63701,7.308017503896306,8.557258971061168e-05,4.441386033800943,60,0.00019182257098698452,True
s__Roseburia_inulinivorans,7.296311279913413,8.680887888827215e-05,6.675778363649244,60,0.00019325078252926416,True
s__Aeromonas_media,7.295918452822292,8.685068335892303e-05,9.165475107810035,60,0.00019325078252926416,True
s__Proteus_mirabilis,7.287887964145781,8.770985216065436e-05,5.6277483732761615,60,0.0001944450031355683,True
s__Acidovorax_sp_HDW3,7.272608822494156,8.936884307276595e-05,3.1791479786538193,60,0.00019672217394514917,True
s__Caedimonas_varicaedens,7.269841913054038,8.96727164817804e-05,6.691505332399729,60,0.00019672217394514917,True
s__Candidatus_Methylopumilus_SGB64798,7.26836062278022,8.983583583969215e-05,4.935234974435259,60,0.00019672217394514917,True
s__GGB28570_SGB41183,7.266492496984434,9.004199006444638e-05,6.215232019413937,60,0.00019672217394514917,True
s__GGB25022_SGB36939,7.240868246154673,9.291949883744358e-05,6.356037196972091,60,0.00020227602093494034,True
s__GGB25250_SGB37186,7.231029021593535,9.404946941789757e-05,6.089292711614712,60,0.0002039993887014109,True
s__GGB62437_SGB95276,7.171839041829028,0.0001011529033418114,4.5383979063604585,60,0.00021843588977401378,True
s__GGB29038_SGB41759,7.169621069268007,0.00010142960055841437,6.682591702305002,60,0.00021843588977401378,True
s__Acinetobacter_pseudolwoffii,7.158569026007054,0.00010282005435234283,6.065363041394159,60,0.00021988049840714215,True
s__Prevotella_oryzae,7.158493008996074,0.0001028296858222456,5.2016036285885185,60,0.00021988049840714215,True
s__Aphanizomenon_flos_aquae,7.140472891171536,0.00010513933125254361,3.1951621870314413,60,0.00022402479415294628,True
s__GGB67109_SGB90821,6.987407508197188,0.00012705143261246724,5.591430611986127,60,0.00026976061220182306,True
s__Macellibacteroides_fermentans,6.973847747125337,0.0001292071239438269,6.958070155996207,60,0.00027337507276536005,True
s__Polynucleobacter_tropicus,6.955016834846136,0.00013226355865292685,5.195921438683484,60,0.0002788633771598423,True
s__GGB46492_SGB64353,6.93028446830764,0.00013639152115944554,3.0120154643327677,60,0.00028656476396914863,True
s__GGB27302_SGB39542,6.911783883211442,0.00013956608197014474,6.448070992871632,60,0.00029221648412499057,True
s__Pseudacidovorax_intermedius,6.897324874451476,0.00014210013308721596,3.0162333680092206,60,0.0002964926652304195,True
s__Polynucleobacter_sphagniphilus,6.849031846244877,0.0001509131658021795,5.308010827800037,60,0.0003137953068231525,True
s__GGB61048_SGB83097,6.830913455838904,0.0001543633369797985,5.2936531577956085,60,0.00031986629621587114,True
s__Polynucleobacter_sp_MWH_Spelu_300_X4,6.817927966227042,0.0001568860415955656,5.836120517363336,60,0.0003239804215141303,True
s__GGB44403_SGB61822,6.78480329831166,0.00016351557694878883,5.448847268112853,60,0.00033588138378647645,True
s__GGB47501_SGB75672,6.7835936928875356,0.00016376306274166515,7.7259966734232215,60,0.00033588138378647645,True
s__Rhodoferax_lacus,6.729535297773551,0.00017522718102462142,4.071289473660432,60,0.0003581762378232092,True
s__Flavobacterium_sp_F_340,6.723584480641129,0.00017653874987035717,2.4103054532878376,60,0.00035963806139130194,True
s__GGB45764_SGB63487,6.709562980295374,0.0001796692835719215,3.285374678738803,60,0.0003647830908884467,True
s__Actinobacteria_bacterium_IMCC19121,6.641606934972868,0.00019567279906752808,4.965157930277487,60,0.00039594193905274975,True
s__Polynucleobacter_sp_MWH_UH24A,6.605284657398707,0.00020482230667827163,5.469170913112398,60,0.0004130697355417987,True
s__GGB46504_SGB91066,6.560417533555703,0.00021673631694086362,4.9679622264855166,60,0.0004356399970511358,True
s__GGB46603_SGB64473,6.543345503767542,0.00022145522590672457,6.643304077763533,60,0.0004436461834609798,True
s__GGB24759_SGB36651,6.4507725002487035,0.00024895291641082774,4.42934149490633,60,0.0004970814854163216,True
s__Cloacibacterium_caeni,6.425661374837663,0.00025700231885784924,8.271101841427623,60,0.0005114600603012643,True
s__GGB43055_SGB60296,6.367702129333999,0.0002766215560132236,3.9869884250153267,60,0.0005486934153814928,True
s__Aeromonas_hydrophila,6.36332341193521,0.00027816508573346214,6.823316131775723,60,0.0005499460547451727,True
s__GGB24445_SGB36288,6.357488417860006,0.0002802357677495497,4.241515571724677,60,0.0005505218707637372,True
s__actinobacterium_SCGC_AAA278_O22,6.357357863671823,0.00028028227914505356,4.039187566421905,60,0.0005505218707637372,True
s__GGB24645_SGB36508,6.351480186958225,0.00028238452905163063,4.579425439260257,60,0.0005528502305783548,True
s__Collinsella_aerofaciens,6.243352331491926,0.00032409580011811027,5.877373049897046,60,0.0006324587944052443,True
s__Arcobacter_acticola,6.233787367059367,0.00032807881836962086,5.828877007993779,60,0.0006381662176673593,True
s__Curvibacter_gracilis,6.228975576403956,0.00033010156265535597,4.115395053470787,60,0.0006400361488140824,True
s__GGB46018_SGB63757,6.212722599530302,0.00033702936069552176,4.330364054323803,60,0.0006513740528826911,True
s__GGB41796_SGB58890,6.169892763857187,0.0003560120428363563,4.402919349028657,60,0.0006858634563269102,True
s__Parabacteroides_merdae,6.158230662897821,0.00036136920007468756,5.887363063541835,60,0.0006939669670224095,True
s__Flavobacterium_dankookense,6.1464654167293915,0.00036685791670093895,4.200233548207623,60,0.000700221348697078,True
s__Polynucleobacter_sp_UK_Kesae_W10,6.146272770210358,0.0003669485011414207,3.9049459357212926,60,0.000700221348697078,True
s__Polynucleobacter_sp_Adler_ghost,6.141473035471945,0.0003692128402022461,5.685906790228638,60,0.0007023196928768277,True
s__GGB25847_SGB37835,6.129506417801148,0.0003749211358956321,4.751525133273381,60,0.0007109353614624721,True
s__Klebsiella_michiganensis,6.079817936889487,0.0003996130933822572,6.35240002654497,60,0.0007553814899984361,True
s__Rhizobiales_bacterium_TNE_4,6.037177255003472,0.00042213627609144624,4.006386164594947,60,0.000795463045259819,True
s__GGB46168_SGB63936,6.018764352706123,0.0004322624443601883,4.636683269070451,60,0.000812007021648578,True
s__GGB40481_SGB57069,5.978880304349349,0.0004550634277337699,4.781717349689205,60,0.0008521839966567183,True
s__Blautia_massiliensis,5.944545757978827,0.0004756827301091778,6.835477843854362,60,0.0008880392763338521,True
s__GGB25672_SGB83766,5.939530075113801,0.0004787744027275104,3.9095400237451585,60,0.0008910523606317555,True
s__GGB60303_SGB82256,5.923861050268095,0.0004885667455588874,4.077273464729128,60,0.0009037874702737722,True
s__GGB35775_SGB48092,5.923784980541147,0.0004886147849241289,4.642620444468047,60,0.0009037874702737722,True
s__Sulfuricaulis_limicola,5.8414547567449855,0.0005435684767977774,6.0713158773527445,60,0.00100236021868214,True
s__GGB23787_SGB63754,5.774047237228444,0.0005932804335606855,4.705098618753988,60,0.0010906954312106503,True
s__GGB25232_SGB37168,5.741281182671605,0.0006191121020872798,5.409748320559422,60,0.0011347252205429475,True
s__GGB25377_SGB37325,5.728845611263399,0.0006292164221207551,5.355194755266101,60,0.0011497500076933797,True
s__GGB63102_SGB85356,5.7138148168037075,0.0006416563364868556,5.594716893751439,60,0.001168938884899015,True
