sample_alias,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,cohort
Chopyk_2020_pond.sample_MA07_10-24,12.9552781945332,-3.5160596937653454,-3.7169362848407346,0.025664911615063773,-2.5822884795522913,1.7092869745435464,-4.938162011662563,1.9061958983431284,-5.616289869765091,3.756772757828261,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.1.MD10.MarchA,9.785666015061208,-4.764915609674937,-2.121164789735358,-2.168046293388958,-0.8454523079155325,2.5319737975559087,-1.268817090714817,0.2450454890061097,-2.4564034461164517,0.6131905308682631,Chopyk_2020_pond
Chopyk_2020_pond.sample_MA05_8.8.17,11.131944300305802,-9.55685457597178,-3.7368193207227938,-9.263188631540588,-4.362268165312871,21.60826721401563,-9.396487289194923,0.2532495464835337,2.1477329411516726,-5.123399811076588,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.34.MD10.SeptA,9.839817614525346,-3.0008970415381455,-2.7237399960081987,0.5597869664017138,-1.9390742320265586,1.0279083463224874,0.7080414892012906,0.4097327186242154,-2.6310416940055195,1.969326487575264,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.22C.MD10.JulyA.BRDU,10.76880720625853,-2.338592527160523,-2.326001948803885,0.7539868833351948,-0.9092960064138824,-0.5300579653766527,-1.1210276145604625,0.49433910388571406,-2.7346495354193974,1.463105204516754,Chopyk_2020_pond
Chopyk_2020_pond.sample_MA03_10-24,-10.20984426710768,2.1787352195032876,-4.92014695757684,1.0410601800970292,-10.687339422249979,16.73381450177381,16.56533979688734,-6.195304747332383,8.265574772417496,-1.9830879173819878,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.2.MD06.MarchA,3.9281027808143842,-4.0143824222338,-1.9496037363316463,3.987312197913389,-3.9216336078885075,1.539405463994047,7.552977396934585,-1.8876874381888358,-3.0887047187804786,1.5610502600046952,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.30.MD10.AugustB,10.945616000263712,-2.024121280837208,-2.4076778470553264,0.9899632195163649,-1.0379154418954697,-0.23144540681584194,-1.1327763397146615,0.4503370923979929,-2.4327624235386245,1.3102453525300883,Chopyk_2020_pond
Chopyk_2020_pond.sample_CONSERVE.13.MD10.JuneA.BRDU,10.76040809195087,-2.110640741111906,-2.2642791032099394,0.9881211533858953,-0.7919063670936553,-0.850119101769368,-0.9923036145835469,0.5039404353427692,-2.631536945720516,1.4998948825019258,Chopyk_2020_pond
Chopyk_2020_pond.sample_MA05_7.16.18,9.464489490057716,-8.350032389490867,-3.3889388936727594,-7.255816678868273,-3.2844690614183487,18.28683124247378,-5.9776170231726224,-0.7503556861805236,3.700443815728864,-3.80704597204898,Chopyk_2020_pond
Chopyk_2020_pond.sample_MA05_1.23.17,7.104365323251946,-8.763124858276191,-1.6734288966072033,-6.5880025234919835,-2.418213260962722,12.374004437685974,-0.9525678102251491,-2.427406886752286,2.221472416266958,-2.7442898245783507,Chopyk_2020_pond
Chopyk_2020_pond.sample_MA05_10.2.17.field_viral,11.157662682996111,-1.7926885398211267,-2.3735074850373006,1.293545030423926,-0.884506502979935,-1.0303798903999253,-1.062235320208118,0.845880552913364,-2.644709152987141,1.7328934600419836,Chopyk_2020_pond
